demand_id,date,port_code,port_name,port_country,port_latitude,port_longitude,vessel_calls_total,vessel_calls_by_type_container,vessel_calls_by_type_tanker,vessel_calls_by_type_bulk,vessel_calls_by_type_cruise,vessel_calls_by_type_other,waste_volume_collected_m3,waste_bilge_m3,waste_sludge_m3,waste_slops_m3,waste_other_m3,avg_vessel_size_gt,hec_market_share_pct,competitor_presence,port_reception_facility_capacity_m3,current_storage_fill_pct,days_until_full
DEM-RTM-20230414,2023-04-14,RTM,Rotterdam,NL,51.9054,4.4661,137.0,64.2,39.6,29.6,0.4,3.2,2130.3,615.5,604.4,905.1,5.2,50724,7.3,True,50000,41.0,10.8
DEM-RTM-20230415,2023-04-15,RTM,Rotterdam,NL,51.9054,4.4661,116.1,48.3,23.9,27.4,0.6,15.9,1589.1,434.8,572.5,562.4,19.3,48475,7.3,True,50000,45.0,13.8
DEM-RTM-20230416,2023-04-16,RTM,Rotterdam,NL,51.9054,4.4661,106.5,48.8,28.6,23.3,0.9,5.0,1458.1,434.2,510.2,503.3,10.5,51294,7.3,True,50000,48.5,14.7
DEM-RTM-20230417,2023-04-17,RTM,Rotterdam,NL,51.9054,4.4661,139.3,61.4,31.7,28.3,1.3,16.7,1958.6,498.3,732.1,707.8,20.5,54461,7.3,True,50000,51.9,13.8
DEM-RTM-20230418,2023-04-18,RTM,Rotterdam,NL,51.9054,4.4661,138.1,61.1,28.1,28.9,1.6,18.4,1899.8,574.4,617.0,683.8,24.6,48509,7.3,True,50000,23.9,26.9
DEM-RTM-20230419,2023-04-19,RTM,Rotterdam,NL,51.9054,4.4661,138.4,68.1,26.9,29.2,0.8,13.4,1764.9,533.9,680.7,530.8,19.4,51178,7.3,True,50000,26.7,25.9
DEM-RTM-20230420,2023-04-20,RTM,Rotterdam,NL,51.9054,4.4661,143.3,61.8,30.5,27.2,0.7,23.0,1951.7,620.5,738.9,570.4,22.0,43709,7.3,True,50000,31.3,15.1
DEM-RTM-20230421,2023-04-21,RTM,Rotterdam,NL,51.9054,4.4661,139.9,59.7,34.2,33.9,0.9,11.2,1963.7,510.1,705.1,730.1,18.5,48471,7.3,True,50000,36.1,13.2
DEM-RTM-20230422,2023-04-22,RTM,Rotterdam,NL,51.9054,4.4661,118.3,54.1,23.2,31.5,0.0,9.4,1536.5,546.5,594.1,387.8,8.2,50160,7.3,True,50000,39.1,20.4
DEM-RTM-20230423,2023-04-23,RTM,Rotterdam,NL,51.9054,4.4661,102.6,47.0,23.6,24.3,0.0,7.7,1277.8,424.7,434.2,410.5,8.5,46519,7.3,True,50000,24.1,41.3
DEM-RTM-20230424,2023-04-24,RTM,Rotterdam,NL,51.9054,4.4661,139.7,60.4,28.1,33.6,0.4,17.3,1652.8,499.0,568.9,562.2,22.7,51164,7.3,True,50000,28.3,17.0
DEM-RTM-20230425,2023-04-25,RTM,Rotterdam,NL,51.9054,4.4661,137.8,69.9,29.7,30.3,0.5,7.3,1591.9,582.3,497.2,502.5,9.8,51862,7.3,True,50000,30.7,29.0
DEM-RTM-20230426,2023-04-26,RTM,Rotterdam,NL,51.9054,4.4661,138.4,67.6,28.9,29.4,1.8,10.6,2117.1,693.6,728.8,677.1,17.6,51081,7.3,True,50000,33.8,21.1
DEM-RTM-20230427,2023-04-27,RTM,Rotterdam,NL,51.9054,4.4661,137.4,68.1,32.0,31.8,0.6,4.9,1936.9,623.7,550.0,755.6,7.6,52673,7.3,True,50000,36.9,20.6
DEM-RTM-20230428,2023-04-28,RTM,Rotterdam,NL,51.9054,4.4661,138.4,70.5,36.0,24.7,0.7,6.5,2050.8,479.7,728.9,833.2,9.0,56193,7.3,True,50000,21.8,15.5
DEM-RTM-20230429,2023-04-29,RTM,Rotterdam,NL,51.9054,4.4661,116.1,47.2,22.3,26.0,0.4,20.2,1500.2,566.2,423.0,491.8,19.2,49593,7.3,True,50000,24.9,23.9
DEM-RTM-20230430,2023-04-30,RTM,Rotterdam,NL,51.9054,4.4661,106.3,47.4,22.3,20.4,0.5,15.6,1394.6,389.5,470.8,518.9,15.4,52514,7.3,True,50000,28.0,23.6
DEM-RTM-20230501,2023-05-01,RTM,Rotterdam,NL,51.9054,4.4661,152.2,59.5,44.1,30.7,0.8,17.1,2269.4,542.2,762.3,940.5,24.4,44798,6.6,True,50000,32.7,14.2
DEM-RTM-20230502,2023-05-02,RTM,Rotterdam,NL,51.9054,4.4661,153.4,72.1,39.3,27.2,1.0,13.7,2024.9,682.6,582.9,739.0,20.4,55790,6.6,True,50000,35.8,20.7
DEM-RTM-20230503,2023-05-03,RTM,Rotterdam,NL,51.9054,4.4661,151.8,74.5,34.9,27.5,0.8,14.1,2176.5,593.0,716.9,850.8,15.8,53690,6.6,True,50000,40.5,12.8
DEM-RTM-20230504,2023-05-04,RTM,Rotterdam,NL,51.9054,4.4661,152.1,70.5,30.2,33.7,1.4,16.4,1996.1,770.9,597.1,603.6,24.5,46307,6.6,True,50000,45.0,12.0
DEM-RTM-20230505,2023-05-05,RTM,Rotterdam,NL,51.9054,4.4661,151.8,67.0,41.1,29.7,1.2,12.7,2365.8,716.1,798.4,835.0,16.3,54117,6.6,True,50000,21.1,23.5
DEM-RTM-20230506,2023-05-06,RTM,Rotterdam,NL,51.9054,4.4661,132.5,67.2,29.6,32.4,1.0,2.3,1765.1,466.0,648.4,643.8,6.8,59453,6.6,True,50000,24.9,19.6
DEM-RTM-20230507,2023-05-07,RTM,Rotterdam,NL,51.9054,4.4661,113.6,46.5,26.1,27.8,0.3,12.9,1662.9,493.0,582.9,572.3,14.7,52327,6.6,True,50000,29.0,17.4
DEM-RTM-20230508,2023-05-08,RTM,Rotterdam,NL,51.9054,4.4661,154.3,74.5,30.8,29.0,1.7,18.4,2053.1,583.8,672.0,767.8,29.5,54059,6.6,True,50000,33.9,13.6
DEM-RTM-20230509,2023-05-09,RTM,Rotterdam,NL,51.9054,4.4661,153.3,65.1,32.2,30.5,1.3,24.2,1900.7,652.4,576.5,637.8,34.0,47415,6.6,True,50000,37.4,17.7
DEM-RTM-20230510,2023-05-10,RTM,Rotterdam,NL,51.9054,4.4661,152.8,62.6,36.5,39.6,0.5,13.6,1860.5,531.8,690.9,621.9,15.9,51059,6.6,True,50000,22.1,23.9
DEM-RTM-20230511,2023-05-11,RTM,Rotterdam,NL,51.9054,4.4661,155.2,77.8,41.7,31.7,0.7,3.4,2409.2,604.2,846.1,952.4,6.5,53047,6.6,True,50000,26.3,17.8
DEM-RTM-20230512,2023-05-12,RTM,Rotterdam,NL,51.9054,4.4661,153.6,76.1,33.9,36.8,0.6,6.1,1949.2,651.0,717.5,570.9,9.8,49327,6.6,True,50000,30.9,14.9
DEM-RTM-20230513,2023-05-13,RTM,Rotterdam,NL,51.9054,4.4661,128.3,52.0,26.9,30.2,1.0,18.2,1922.8,596.2,640.2,659.2,27.2,50578,6.6,True,50000,33.8,23.1
DEM-RTM-20230514,2023-05-14,RTM,Rotterdam,NL,51.9054,4.4661,114.3,51.6,22.0,28.7,0.8,11.1,1365.1,422.8,542.9,383.8,15.5,55729,6.6,True,50000,23.3,29.4
DEM-RTM-20230515,2023-05-15,RTM,Rotterdam,NL,51.9054,4.4661,154.7,69.5,34.6,34.6,0.8,15.0,1847.2,586.7,619.9,623.8,16.8,46430,6.6,True,50000,26.0,27.4
DEM-RTM-20230516,2023-05-16,RTM,Rotterdam,NL,51.9054,4.4661,152.9,63.8,33.1,31.5,1.1,23.3,2076.8,641.8,605.6,795.5,33.9,52703,6.6,True,50000,31.2,13.2
DEM-RTM-20230517,2023-05-17,RTM,Rotterdam,NL,51.9054,4.4661,156.4,74.9,41.0,36.4,0.9,3.3,2404.1,788.4,874.8,733.0,7.8,54605,6.6,True,50000,34.9,17.4
DEM-RTM-20230518,2023-05-18,RTM,Rotterdam,NL,51.9054,4.4661,150.8,68.1,40.1,33.1,1.3,8.1,2084.4,625.4,695.2,751.4,12.4,57228,6.6,True,50000,20.0,26.2
DEM-RTM-20230519,2023-05-19,RTM,Rotterdam,NL,51.9054,4.4661,153.3,70.7,42.5,31.3,1.0,7.8,1897.3,551.2,623.2,712.1,10.9,52698,6.6,True,50000,24.9,15.3
DEM-RTM-20230520,2023-05-20,RTM,Rotterdam,NL,51.9054,4.4661,132.1,66.0,33.2,30.1,0.6,2.1,1625.3,489.4,523.9,606.3,5.8,53128,6.6,True,50000,28.5,19.5
DEM-RTM-20230521,2023-05-21,RTM,Rotterdam,NL,51.9054,4.4661,112.5,50.1,27.3,21.1,0.2,13.8,1521.6,521.1,407.6,578.1,14.9,45958,6.6,True,50000,31.8,20.7
DEM-RTM-20230522,2023-05-22,RTM,Rotterdam,NL,51.9054,4.4661,154.4,76.3,33.8,34.3,1.2,8.7,2010.2,733.6,701.0,559.1,16.4,56571,6.6,True,50000,36.7,13.0
DEM-RTM-20230523,2023-05-23,RTM,Rotterdam,NL,51.9054,4.4661,156.8,62.9,45.1,34.1,0.9,13.8,2320.0,676.4,860.6,767.1,16.0,47031,6.6,True,50000,21.4,13.4
DEM-RTM-20230524,2023-05-24,RTM,Rotterdam,NL,51.9054,4.4661,161.7,77.5,43.1,38.2,1.1,1.9,2399.5,676.8,880.1,835.2,7.4,54403,6.6,True,50000,24.8,21.9
DEM-RTM-20230525,2023-05-25,RTM,Rotterdam,NL,51.9054,4.4661,154.2,76.8,31.4,33.2,1.4,11.4,1822.5,682.6,566.4,554.8,18.6,54898,6.6,True,50000,28.1,21.6
DEM-RTM-20230526,2023-05-26,RTM,Rotterdam,NL,51.9054,4.4661,154.7,75.4,29.8,36.5,1.0,11.9,1894.1,604.2,571.5,700.6,17.8,53727,6.6,True,50000,27.1,17.4
DEM-RTM-20230527,2023-05-27,RTM,Rotterdam,NL,51.9054,4.4661,129.4,53.4,22.5,28.3,0.4,24.7,1647.2,534.5,525.9,560.4,26.4,43670,6.6,True,50000,30.1,23.6
DEM-RTM-20230528,2023-05-28,RTM,Rotterdam,NL,51.9054,4.4661,116.9,55.9,29.4,24.9,1.0,5.7,1762.3,498.7,616.3,636.2,11.1,52544,6.6,True,50000,34.0,16.7
DEM-RTM-20230529,2023-05-29,RTM,Rotterdam,NL,51.9054,4.4661,155.8,71.6,35.3,32.6,1.4,14.8,2215.5,729.7,601.4,858.4,26.0,50645,6.6,True,50000,37.2,19.5
DEM-RTM-20230530,2023-05-30,RTM,Rotterdam,NL,51.9054,4.4661,154.7,65.7,33.4,39.3,1.1,15.2,2056.0,533.8,754.1,747.4,20.7,54076,6.6,True,50000,40.5,18.5
DEM-RTM-20230531,2023-05-31,RTM,Rotterdam,NL,51.9054,4.4661,155.0,73.7,43.6,33.7,1.4,2.7,2045.7,620.7,647.2,767.1,10.6,59651,6.6,True,50000,43.6,17.7
DEM-RTM-20230601,2023-06-01,RTM,Rotterdam,NL,51.9054,4.4661,159.5,74.8,41.5,34.1,1.2,7.8,2400.8,800.2,828.2,757.4,15.0,50920,5.7,True,50000,47.4,14.1
DEM-RTM-20230602,2023-06-02,RTM,Rotterdam,NL,51.9054,4.4661,161.2,81.0,39.5,36.2,1.1,3.5,2306.6,653.2,902.0,741.8,9.6,58537,5.7,True,50000,22.6,14.9
DEM-RTM-20230603,2023-06-03,RTM,Rotterdam,NL,51.9054,4.4661,135.8,58.3,28.7,29.9,0.8,18.0,1835.2,579.3,649.3,584.1,22.5,51384,5.7,True,50000,27.2,15.6
DEM-RTM-20230604,2023-06-04,RTM,Rotterdam,NL,51.9054,4.4661,119.1,47.0,24.3,23.3,0.6,23.9,1677.0,574.0,582.5,492.5,28.1,47486,5.7,True,50000,30.0,25.5
DEM-RTM-20230605,2023-06-05,RTM,Rotterdam,NL,51.9054,4.4661,161.7,82.4,32.8,30.8,1.0,14.7,2015.7,707.6,721.1,565.7,21.3,49538,5.7,True,50000,33.9,16.9
DEM-RTM-20230606,2023-06-06,RTM,Rotterdam,NL,51.9054,4.4661,158.4,64.7,36.9,32.7,1.1,22.9,2347.2,752.9,759.6,807.9,26.7,49571,5.7,True,50000,37.3,18.3
DEM-RTM-20230607,2023-06-07,RTM,Rotterdam,NL,51.9054,4.4661,159.7,80.3,36.7,37.4,1.8,3.6,2294.4,756.0,685.3,839.2,14.0,54787,5.7,True,50000,40.7,17.3
DEM-RTM-20230608,2023-06-08,RTM,Rotterdam,NL,51.9054,4.4661,158.8,68.0,37.0,36.7,1.1,16.0,2226.7,764.2,721.0,723.5,18.1,50262,5.7,True,50000,44.8,13.5
DEM-RTM-20230609,2023-06-09,RTM,Rotterdam,NL,51.9054,4.4661,159.4,76.0,38.9,33.9,1.6,9.1,2424.2,673.6,802.6,933.0,15.0,55453,5.7,True,50000,21.5,13.5
DEM-RTM-20230610,2023-06-10,RTM,Rotterdam,NL,51.9054,4.4661,134.2,52.6,33.5,31.5,0.3,16.3,1725.5,568.3,577.1,565.4,14.6,48577,5.7,True,50000,24.1,28.8
DEM-RTM-20230611,2023-06-11,RTM,Rotterdam,NL,51.9054,4.4661,118.7,58.8,29.3,27.5,0.7,2.4,1580.5,472.8,488.6,614.0,5.1,59645,5.7,True,50000,28.2,17.6
DEM-RTM-20230612,2023-06-12,RTM,Rotterdam,NL,51.9054,4.4661,156.7,76.4,42.8,29.1,1.2,7.2,2184.4,711.9,736.7,721.7,14.2,47899,5.7,True,50000,31.5,20.7
DEM-RTM-20230613,2023-06-13,RTM,Rotterdam,NL,51.9054,4.4661,160.6,71.5,40.5,37.7,0.6,10.3,2382.6,736.1,674.5,958.5,13.6,53122,5.7,True,50000,35.8,14.8
DEM-RTM-20230614,2023-06-14,RTM,Rotterdam,NL,51.9054,4.4661,160.0,75.2,37.1,33.7,1.6,12.5,2032.8,554.3,819.6,635.7,23.2,47276,5.7,True,50000,18.5,22.2
DEM-RTM-20230615,2023-06-15,RTM,Rotterdam,NL,51.9054,4.4661,160.4,80.1,39.3,36.1,1.1,3.8,2429.7,756.9,765.0,900.2,7.6,54610,5.7,True,50000,22.6,18.8
DEM-RTM-20230616,2023-06-16,RTM,Rotterdam,NL,51.9054,4.4661,158.6,80.3,32.7,32.4,1.2,12.0,2300.1,810.6,759.6,712.6,17.2,48671,5.7,True,50000,26.1,21.3
DEM-RTM-20230617,2023-06-17,RTM,Rotterdam,NL,51.9054,4.4661,133.3,52.8,36.2,27.5,0.6,16.2,2057.9,622.9,651.0,764.1,19.8,47202,5.7,True,50000,29.3,21.7
DEM-RTM-20230618,2023-06-18,RTM,Rotterdam,NL,51.9054,4.4661,120.4,57.9,29.2,29.8,1.1,2.5,1631.3,430.6,644.5,549.2,7.0,57535,5.7,True,50000,33.5,15.7
DEM-RTM-20230619,2023-06-19,RTM,Rotterdam,NL,51.9054,4.4661,160.9,66.1,29.3,36.9,1.0,27.5,2029.0,533.9,792.4,669.4,33.3,47621,5.7,True,50000,38.2,13.2
DEM-RTM-20230620,2023-06-20,RTM,Rotterdam,NL,51.9054,4.4661,162.5,79.0,41.0,33.4,0.7,8.4,2456.3,709.2,850.4,884.0,12.7,55041,5.7,True,50000,25.7,15.0
DEM-RTM-20230621,2023-06-21,RTM,Rotterdam,NL,51.9054,4.4661,161.8,79.8,40.5,37.4,1.5,2.6,2313.5,685.9,653.6,965.0,9.1,54455,5.7,True,50000,30.6,14.1
DEM-RTM-20230622,2023-06-22,RTM,Rotterdam,NL,51.9054,4.4661,158.3,65.4,42.9,31.9,0.6,17.4,2168.5,537.8,673.3,935.5,22.0,53638,5.7,True,50000,33.9,20.1
DEM-RTM-20230623,2023-06-23,RTM,Rotterdam,NL,51.9054,4.4661,157.6,76.7,43.6,30.3,0.3,6.6,2521.3,706.2,871.7,933.9,9.5,52335,5.7,True,50000,39.7,10.5
DEM-RTM-20230624,2023-06-24,RTM,Rotterdam,NL,51.9054,4.4661,131.3,60.8,37.0,28.4,0.5,4.6,1893.0,504.8,654.8,726.6,6.8,49955,5.7,True,50000,42.4,20.7
DEM-RTM-20230625,2023-06-25,RTM,Rotterdam,NL,51.9054,4.4661,120.9,55.8,23.3,23.0,0.5,18.3,1493.8,434.5,602.8,436.6,19.9,45547,5.7,True,50000,45.3,19.1
DEM-RTM-20230626,2023-06-26,RTM,Rotterdam,NL,51.9054,4.4661,158.1,73.3,41.4,37.2,0.4,5.8,2256.4,645.7,805.0,798.4,7.2,53102,5.7,True,50000,49.4,12.4
DEM-RTM-20230627,2023-06-27,RTM,Rotterdam,NL,51.9054,4.4661,158.1,68.5,37.6,39.9,0.4,11.7,2085.9,569.0,848.4,653.3,15.1,53721,5.7,True,50000,25.9,13.9
DEM-RTM-20230628,2023-06-28,RTM,Rotterdam,NL,51.9054,4.4661,159.6,77.8,42.8,33.1,1.1,4.8,2258.6,562.1,859.7,827.3,9.5,59068,5.7,True,50000,29.5,19.8
DEM-RTM-20230629,2023-06-29,RTM,Rotterdam,NL,51.9054,4.4661,160.2,63.2,37.7,30.6,1.2,27.4,2005.4,572.5,649.4,748.4,35.0,45144,5.7,True,50000,33.3,17.6
DEM-RTM-20230630,2023-06-30,RTM,Rotterdam,NL,51.9054,4.4661,165.0,67.2,31.9,33.6,1.0,31.4,2213.7,776.7,572.5,830.9,33.6,47036,5.7,True,50000,37.7,14.0
DEM-RTM-20230701,2023-07-01,RTM,Rotterdam,NL,51.9054,4.4661,132.1,65.6,25.3,28.2,1.2,11.8,1927.8,662.9,672.7,573.2,18.9,55908,7.4,True,50000,40.7,19.7
DEM-RTM-20230702,2023-07-02,RTM,Rotterdam,NL,51.9054,4.4661,116.1,47.2,25.2,26.9,0.6,16.1,1435.5,550.0,438.8,430.4,16.3,50120,7.4,True,50000,43.2,22.6
DEM-RTM-20230703,2023-07-03,RTM,Rotterdam,NL,51.9054,4.4661,157.7,74.3,44.3,34.9,0.7,3.5,2148.0,582.3,787.2,770.7,7.8,58291,7.4,True,50000,46.6,16.0
DEM-RTM-20230704,2023-07-04,RTM,Rotterdam,NL,51.9054,4.4661,150.5,60.4,38.0,28.6,0.2,23.2,2056.2,574.2,685.1,767.9,29.0,45898,7.4,True,50000,23.1,15.3
DEM-RTM-20230705,2023-07-05,RTM,Rotterdam,NL,51.9054,4.4661,154.8,60.5,40.1,33.3,0.9,20.0,2119.8,530.3,816.6,747.3,25.6,46597,7.4,True,50000,28.3,13.9
DEM-RTM-20230706,2023-07-06,RTM,Rotterdam,NL,51.9054,4.4661,154.2,70.7,34.8,29.0,1.6,18.1,2068.6,596.3,693.2,755.5,23.7,53290,7.4,True,50000,31.9,19.3
DEM-RTM-20230707,2023-07-07,RTM,Rotterdam,NL,51.9054,4.4661,154.3,74.6,32.4,29.7,1.3,16.3,1860.6,612.5,595.4,631.8,20.9,47237,7.4,True,50000,35.0,20.5
DEM-RTM-20230708,2023-07-08,RTM,Rotterdam,NL,51.9054,4.4661,128.0,57.0,36.4,24.9,0.5,9.2,1859.3,465.5,667.9,714.5,11.4,46460,7.4,True,50000,37.7,22.9
DEM-RTM-20230709,2023-07-09,RTM,Rotterdam,NL,51.9054,4.4661,113.2,43.6,29.0,27.6,1.2,11.7,1492.2,438.0,458.5,577.0,18.8,54609,7.4,True,50000,40.3,23.4
DEM-RTM-20230710,2023-07-10,RTM,Rotterdam,NL,51.9054,4.4661,156.7,70.7,35.7,37.5,1.1,11.7,1994.3,540.6,794.2,639.2,20.2,56141,7.4,True,50000,23.8,15.8
DEM-RTM-20230711,2023-07-11,RTM,Rotterdam,NL,51.9054,4.4661,154.2,78.6,41.1,28.0,0.7,5.8,2261.8,663.9,845.2,742.5,10.2,52301,7.4,True,50000,28.1,16.5
DEM-RTM-20230712,2023-07-12,RTM,Rotterdam,NL,51.9054,4.4661,156.7,72.4,34.4,32.5,0.7,16.7,2269.1,637.7,781.2,828.5,21.7,54624,7.4,True,50000,31.5,20.7
DEM-RTM-20230713,2023-07-13,RTM,Rotterdam,NL,51.9054,4.4661,155.1,61.3,37.8,34.1,1.2,20.6,2178.7,542.9,695.8,916.7,23.4,44491,7.4,True,50000,36.8,11.7
DEM-RTM-20230714,2023-07-14,RTM,Rotterdam,NL,51.9054,4.4661,152.9,68.2,30.4,32.6,1.2,20.6,1897.0,578.4,655.4,636.4,26.8,45776,7.4,True,50000,40.0,19.0
DEM-RTM-20230715,2023-07-15,RTM,Rotterdam,NL,51.9054,4.4661,132.4,63.2,29.1,26.4,1.1,12.6,1694.2,494.9,583.0,597.6,18.7,52842,7.4,True,50000,43.3,17.1
DEM-RTM-20230716,2023-07-16,RTM,Rotterdam,NL,51.9054,4.4661,114.1,46.3,29.2,24.3,0.8,13.5,1466.3,441.5,458.5,547.8,18.4,46127,7.4,True,50000,46.0,20.0
DEM-RTM-20230717,2023-07-17,RTM,Rotterdam,NL,51.9054,4.4661,153.8,68.1,35.5,29.6,1.6,19.0,2277.9,750.1,657.3,846.0,24.5,47227,7.4,True,50000,16.7,20.0
DEM-RTM-20230718,2023-07-18,RTM,Rotterdam,NL,51.9054,4.4661,153.9,75.2,32.2,32.1,0.3,14.2,2127.4,658.9,792.5,657.7,18.3,49113,7.4,True,50000,21.9,15.0
DEM-RTM-20230719,2023-07-19,RTM,Rotterdam,NL,51.9054,4.4661,155.0,72.4,41.6,32.5,0.8,7.8,2243.7,602.7,658.2,973.2,9.5,50578,7.4,True,50000,25.1,23.0
DEM-RTM-20230720,2023-07-20,RTM,Rotterdam,NL,51.9054,4.4661,153.3,63.9,29.1,37.6,0.6,22.1,1839.1,532.7,540.7,739.6,26.0,45919,7.4,True,50000,22.7,18.5
DEM-RTM-20230721,2023-07-21,RTM,Rotterdam,NL,51.9054,4.4661,155.8,66.1,38.7,33.5,0.7,16.8,2293.3,653.4,682.8,935.6,21.5,48159,7.4,True,50000,27.1,16.4
DEM-RTM-20230722,2023-07-22,RTM,Rotterdam,NL,51.9054,4.4661,134.0,62.6,34.8,29.7,0.2,6.6,1889.3,608.1,540.0,732.7,8.5,54293,7.4,True,50000,31.5,15.6
DEM-RTM-20230723,2023-07-23,RTM,Rotterdam,NL,51.9054,4.4661,117.0,53.9,32.3,22.5,0.8,7.5,1795.5,565.4,539.7,680.9,9.6,49056,7.4,True,50000,34.1,25.6
DEM-RTM-20230724,2023-07-24,RTM,Rotterdam,NL,51.9054,4.4661,151.1,71.6,39.4,36.9,0.3,3.0,2223.2,582.8,845.6,789.5,5.3,52254,7.4,True,50000,38.3,14.5
DEM-RTM-20230725,2023-07-25,RTM,Rotterdam,NL,51.9054,4.4661,152.5,65.5,38.3,31.2,1.5,16.0,2111.7,666.1,744.3,674.0,27.3,55058,7.4,True,50000,41.7,17.1
DEM-RTM-20230726,2023-07-26,RTM,Rotterdam,NL,51.9054,4.4661,158.4,79.8,37.7,36.7,1.0,3.2,2269.9,588.9,816.0,857.5,7.5,50743,7.4,True,50000,16.7,22.2
DEM-RTM-20230727,2023-07-27,RTM,Rotterdam,NL,51.9054,4.4661,153.3,71.2,34.5,27.9,1.3,18.3,2121.5,708.7,555.5,833.1,24.2,46300,7.4,True,50000,21.0,18.2
DEM-RTM-20230728,2023-07-28,RTM,Rotterdam,NL,51.9054,4.4661,156.1,74.3,41.3,35.6,0.9,4.1,2025.1,542.2,662.3,813.7,6.8,51454,7.4,True,50000,25.4,17.2
DEM-RTM-20230729,2023-07-29,RTM,Rotterdam,NL,51.9054,4.4661,130.0,62.2,37.8,24.8,1.0,4.2,1738.5,468.8,618.9,642.8,8.0,51923,7.4,True,50000,28.9,20.4
DEM-RTM-20230730,2023-07-30,RTM,Rotterdam,NL,51.9054,4.4661,116.1,49.7,32.7,27.8,0.6,5.3,1761.4,544.5,468.4,741.0,7.6,56743,7.4,True,50000,20.9,24.7
DEM-RTM-20230731,2023-07-31,RTM,Rotterdam,NL,51.9054,4.4661,154.4,68.4,41.1,34.3,1.9,8.7,2455.3,759.0,882.7,794.7,18.9,53273,7.4,True,50000,27.1,11.9
DEM-RTM-20230801,2023-08-01,RTM,Rotterdam,NL,51.9054,4.4661,137.9,58.4,25.4,29.3,0.8,24.1,1733.5,471.5,573.5,665.4,23.1,45182,6.5,True,50000,31.1,17.1
DEM-RTM-20230802,2023-08-02,RTM,Rotterdam,NL,51.9054,4.4661,138.9,63.2,30.1,34.9,0.6,10.1,1746.9,590.1,592.4,553.9,10.5,49990,6.5,True,50000,35.6,14.5
DEM-RTM-20230803,2023-08-03,RTM,Rotterdam,NL,51.9054,4.4661,135.9,64.4,25.9,33.2,1.1,11.3,1750.7,671.4,587.4,473.9,17.9,49102,6.5,True,50000,21.2,24.6
DEM-RTM-20230804,2023-08-04,RTM,Rotterdam,NL,51.9054,4.4661,136.6,54.0,30.9,26.4,1.0,24.4,1996.1,647.6,711.2,607.1,30.2,48675,6.5,True,50000,26.2,14.7
DEM-RTM-20230805,2023-08-05,RTM,Rotterdam,NL,51.9054,4.4661,118.2,53.3,26.0,25.9,0.0,13.0,1694.6,584.2,608.1,488.6,13.7,45983,6.5,True,50000,29.1,24.3
DEM-RTM-20230806,2023-08-06,RTM,Rotterdam,NL,51.9054,4.4661,107.0,48.5,24.3,26.1,1.0,7.1,1206.0,365.9,417.4,409.0,13.6,52447,6.5,True,50000,18.3,30.3
DEM-RTM-20230807,2023-08-07,RTM,Rotterdam,NL,51.9054,4.4661,135.5,55.2,30.9,25.3,0.2,24.0,1900.7,605.8,542.9,723.5,28.6,43927,6.5,True,50000,22.3,19.2
DEM-RTM-20230808,2023-08-08,RTM,Rotterdam,NL,51.9054,4.4661,137.6,60.6,30.9,35.1,1.1,10.0,1810.6,686.8,560.9,547.0,16.0,54119,6.5,True,50000,25.4,24.5
DEM-RTM-20230809,2023-08-09,RTM,Rotterdam,NL,51.9054,4.4661,138.8,64.7,28.4,30.0,1.4,14.2,1885.4,565.0,665.3,637.4,17.7,48890,6.5,True,50000,29.6,16.8
DEM-RTM-20230810,2023-08-10,RTM,Rotterdam,NL,51.9054,4.4661,143.7,68.7,26.9,27.7,1.5,18.8,1746.4,540.4,677.4,499.8,28.8,46598,6.5,True,50000,32.3,25.3
DEM-RTM-20230811,2023-08-11,RTM,Rotterdam,NL,51.9054,4.4661,137.2,64.1,36.5,29.0,0.9,6.5,2060.4,534.5,742.7,773.5,9.7,54432,6.5,True,50000,35.6,19.2
DEM-RTM-20230812,2023-08-12,RTM,Rotterdam,NL,51.9054,4.4661,119.5,58.0,27.9,25.9,1.0,6.6,1677.8,568.1,523.5,574.7,11.5,53079,6.5,True,50000,39.5,15.4
DEM-RTM-20230813,2023-08-13,RTM,Rotterdam,NL,51.9054,4.4661,104.2,51.4,28.4,22.1,0.0,2.3,1520.6,480.5,427.0,610.6,2.6,57351,6.5,True,50000,23.0,21.9
DEM-RTM-20230814,2023-08-14,RTM,Rotterdam,NL,51.9054,4.4661,135.6,55.1,32.7,32.9,1.3,13.6,1662.3,513.6,541.0,589.5,18.2,53178,6.5,True,50000,25.6,28.4
DEM-RTM-20230815,2023-08-15,RTM,Rotterdam,NL,51.9054,4.4661,143.7,68.2,38.0,34.4,0.6,2.5,2091.0,670.8,617.5,797.3,5.5,50896,6.5,True,50000,28.7,22.8
DEM-RTM-20230816,2023-08-16,RTM,Rotterdam,NL,51.9054,4.4661,140.5,67.3,27.5,25.8,0.9,19.0,1579.3,533.7,497.4,522.6,25.5,50793,6.5,True,50000,32.4,18.3
DEM-RTM-20230817,2023-08-17,RTM,Rotterdam,NL,51.9054,4.4661,136.8,60.1,33.8,35.2,0.5,7.2,1798.8,460.5,686.8,642.4,9.1,50777,6.5,True,50000,35.9,18.5
DEM-RTM-20230818,2023-08-18,RTM,Rotterdam,NL,51.9054,4.4661,138.8,62.4,28.3,27.0,0.5,20.7,1814.4,622.4,481.0,683.2,27.8,52815,6.5,True,50000,17.2,19.1
