sample_id,reception_id,sample_point,sample_timestamp,water_content_pct,oil_content_pct,solids_content_pct,density_15c_kg_m3,viscosity_40c_cst,viscosity_100c_cst,flash_point_c,pour_point_c,sulfur_total_pct,ash_content_pct,carbon_residue_pct,vanadium_ppm,nickel_ppm,iron_ppm,sodium_ppm,aluminum_silicon_ppm,chloride_ppm,acid_number_mg_koh_g,calorific_value_gross_mj_kg,calorific_value_net_mj_kg,pcb_ppm,btex_ppm,h2s_ppm,emulsion_layer_pct,particle_size_d50_micron
LAB-MLT-2024-00835,REC-MLT-2024-00237,Oil Output,2024-07-16 03:22:53,0.37,98.62,1.01,910.9,12.27,3.12,71.7,16.6,0.1257,0.185,7.84,22.6,7.8,176.1,9.6,11.6,23.4,3.452,41.37,39.59,0.0208,34.03,2.22,0.3,2.8
LAB-HAM-2024-01522,REC-HAM-2024-00432,Inlet,2024-07-15 13:50:41,35.93,43.16,20.91,1022.1,6883.47,100.77,160.9,-4.1,2.1415,1.289,10.24,220.0,84.5,51.7,142.9,20.4,98.8,0.369,17.29,16.09,0.0347,29.76,126.83,60.0,96.8
LAB-HAM-2024-01523,REC-HAM-2024-00432,Mid-Process,2024-07-15 13:50:41,27.78,53.34,18.88,984.6,4351.82,79.14,152.9,-4.1,2.1415,1.289,10.24,220.0,84.5,51.7,142.9,20.4,98.8,0.369,22.25,20.98,0.0347,29.76,126.83,60.0,96.8
LAB-HAM-2024-01524,REC-HAM-2024-00432,Oil Output,2024-07-15 07:50:41,1.08,95.26,3.66,919.4,35.17,5.8,176.2,-4.1,1.7132,0.773,10.24,198.0,76.0,25.9,14.3,6.1,4.9,0.369,39.89,37.72,0.0347,29.76,12.68,6.0,96.8
LAB-MLT-2024-00836,REC-MLT-2024-00238,Inlet,2024-07-16 01:59:47,87.15,9.73,3.12,1012.2,19.46,4.11,60.2,-1.3,3.6131,0.605,2.07,119.2,51.0,197.6,27013.5,68.8,66.6,4.159,3.97,3.72,0.0494,1.59,130.02,2.0,23.0
LAB-MLT-2024-00837,REC-MLT-2024-00238,Mid-Process,2024-07-17 01:59:47,78.1,21.05,0.85,972.7,11.8,3.04,57.2,-1.3,3.6131,0.605,2.07,119.2,51.0,197.6,27013.5,68.8,66.6,4.159,9.06,8.51,0.0494,1.59,130.02,2.0,23.0
LAB-MLT-2024-00838,REC-MLT-2024-00238,Oil Output,2024-07-17 07:59:47,0.5,94.53,4.97,899.7,75.47,8.93,63.9,-1.3,2.8905,0.363,2.07,107.3,45.9,98.8,2701.4,20.6,3.3,4.159,38.03,35.64,0.0494,1.59,13.0,0.2,23.0
LAB-HAM-2024-01525,REC-HAM-2024-00433,Inlet,2024-07-16 02:01:31,1.65,95.38,2.97,893.1,233.0,16.61,32.0,23.7,0.0816,2.608,4.92,1.1,0.3,429.4,401.0,50.4,198.8,0.378,38.19,35.91,0.0678,13.01,92.36,1.2,42.8
LAB-HAM-2024-01526,REC-HAM-2024-00433,Mid-Process,2024-07-17 05:01:31,0.5,99.0,0.5,897.7,145.42,12.84,30.4,23.7,0.0816,2.608,4.92,1.1,0.3,429.4,401.0,50.4,198.8,0.378,40.88,38.73,0.0678,13.01,92.36,1.2,42.8
LAB-HAM-2024-01527,REC-HAM-2024-00433,Oil Output,2024-07-16 04:01:31,1.41,96.58,2.01,850.0,35.17,5.8,21.7,23.7,0.0653,1.565,4.92,1.0,0.3,214.7,40.1,15.1,9.9,0.378,40.38,38.32,0.0678,13.01,9.24,0.1,42.8
LAB-PIR-2024-02826,REC-PIR-2024-00804,Inlet,2024-07-17 08:00:12,8.68,80.97,10.35,936.7,397.1,22.16,88.5,-14.8,2.165,2.24,12.47,155.5,48.2,44.0,254.6,51.9,53.4,3.644,34.09,31.9,0.0556,16.9,190.99,8.3,8.4
LAB-PIR-2024-02827,REC-PIR-2024-00804,Mid-Process,2024-07-17 02:00:12,0.5,92.56,6.94,940.5,250.25,17.27,84.1,-14.8,2.165,2.24,12.47,155.5,48.2,44.0,254.6,51.9,53.4,3.644,40.61,38.1,0.0556,16.9,190.99,8.3,8.4
LAB-PIR-2024-02828,REC-PIR-2024-00804,Oil Output,2024-07-16 22:00:12,2.38,92.48,5.14,913.7,73.77,8.82,89.1,-14.8,1.732,1.344,12.47,140.0,43.4,22.0,25.5,15.6,2.7,3.644,38.5,36.22,0.0556,16.9,19.1,0.8,8.4
LAB-PIR-2024-02829,REC-PIR-2024-00805,Inlet,2024-07-16 00:43:26,14.68,54.68,30.64,1026.8,12048.64,135.27,120.8,4.3,3.7187,1.175,8.54,122.5,40.7,425.1,492.9,25.2,212.8,0.177,23.88,22.4,0.0692,11.63,96.69,47.2,138.6
LAB-PIR-2024-02830,REC-PIR-2024-00805,Mid-Process,2024-07-17 12:43:26,7.25,63.97,28.78,1028.0,4957.54,84.77,114.8,4.3,3.7187,1.175,8.54,122.5,40.7,425.1,492.9,25.2,212.8,0.177,27.46,25.63,0.0692,11.63,96.69,47.2,138.6
LAB-PIR-2024-02831,REC-PIR-2024-00805,Oil Output,2024-07-17 18:43:26,0.24,95.37,4.39,934.3,29.07,5.19,101.9,4.3,2.975,0.705,8.54,110.2,36.6,212.6,49.3,7.6,10.6,0.177,39.17,36.79,0.0692,11.63,9.67,4.7,138.6
LAB-PIR-2024-02832,REC-PIR-2024-00806,Inlet,2024-07-16 08:18:50,22.46,47.86,29.68,1056.4,13889.01,145.75,161.1,-6.1,0.199,1.483,3.33,41.0,10.8,189.1,335.5,59.2,146.6,2.112,20.04,18.83,0.0233,30.58,29.36,49.9,83.0
LAB-PIR-2024-02833,REC-PIR-2024-00806,Mid-Process,2024-07-17 21:18:50,18.05,53.37,28.58,1025.6,9532.1,119.59,153.0,-6.1,0.199,1.483,3.33,41.0,10.8,189.1,335.5,59.2,146.6,2.112,23.1,21.69,0.0233,30.58,29.36,49.9,83.0
LAB-PIR-2024-02834,REC-PIR-2024-00806,Oil Output,2024-07-17 16:18:50,2.71,98.56,0.01,874.3,44.2,6.61,201.9,-6.1,0.1592,0.89,3.33,36.9,9.7,94.5,33.6,17.8,7.3,2.112,39.98,37.91,0.0233,30.58,2.94,5.0,83.0
LAB-PIR-2024-02835,REC-PIR-2024-00806,Water Output,2024-07-17 18:18:50,99.99,0.0,0.01,1011.9,2.16,0.97,,-6.1,0.199,1.483,3.33,41.0,10.8,189.1,335.5,59.2,146.6,2.112,0.0,0.0,0.0233,30.58,29.36,49.9,83.0
LAB-PIR-2024-02836,REC-PIR-2024-00806,Solids Output,2024-07-16 08:18:50,17.04,2.64,80.32,1420.3,,,,-6.1,0.199,1.483,3.33,41.0,10.8,189.1,335.5,59.2,146.6,2.112,1.06,1.03,0.0233,30.58,29.36,49.9,83.0
LAB-HAM-2024-01528,REC-HAM-2024-00434,Inlet,2024-07-16 10:31:04,11.68,81.22,7.1,888.3,332.93,20.15,144.0,2.7,0.3874,0.62,16.86,28.3,9.5,409.1,135.5,24.4,62.1,4.854,35.48,33.87,0.0938,1.1,179.69,4.0,48.1
LAB-HAM-2024-01529,REC-HAM-2024-00434,Mid-Process,2024-07-17 16:31:04,0.5,97.13,2.37,869.8,153.25,13.22,136.8,2.7,0.3874,0.62,16.86,28.3,9.5,409.1,135.5,24.4,62.1,4.854,42.34,40.19,0.0938,1.1,179.69,4.0,48.1
LAB-HAM-2024-01530,REC-HAM-2024-00434,Oil Output,2024-07-18 06:31:04,1.49,95.64,2.87,881.6,44.46,6.63,60.2,2.7,0.3099,0.372,16.86,25.5,8.6,204.6,13.6,7.3,3.1,4.854,41.88,39.68,0.0938,1.1,17.97,0.4,48.1
LAB-HAM-2024-01531,REC-HAM-2024-00434,Water Output,2024-07-16 07:31:04,99.96,0.03,0.01,1015.8,1.73,0.81,,2.7,0.3874,0.62,16.86,28.3,9.5,409.1,135.5,24.4,62.1,4.854,0.01,0.01,0.0938,1.1,179.69,4.0,48.1
LAB-HAM-2024-01532,REC-HAM-2024-00434,Solids Output,2024-07-17 07:31:04,15.54,1.81,82.65,1694.3,,,,2.7,0.3874,0.62,16.86,28.3,9.5,409.1,135.5,24.4,62.1,4.854,0.77,0.68,0.0938,1.1,179.69,4.0,48.1
LAB-PIR-2024-02837,REC-PIR-2024-00807,Inlet,2024-07-16 23:47:21,90.31,7.06,2.63,1013.5,34.35,5.72,48.5,4.1,0.0721,1.762,3.58,4.5,1.6,124.8,21779.4,8.3,21013.0,3.734,3.06,2.87,0.0519,49.48,1.68,1.5,31.5
LAB-PIR-2024-02838,REC-PIR-2024-00807,Mid-Process,2024-07-17 15:47:21,75.06,24.93,0.01,980.2,23.59,4.6,46.1,4.1,0.0721,1.762,3.58,4.5,1.6,124.8,21779.4,8.3,21013.0,3.734,10.42,9.9,0.0519,49.48,1.68,1.5,31.5
LAB-PIR-2024-02839,REC-PIR-2024-00807,Oil Output,2024-07-16 15:47:21,2.55,92.58,4.87,908.2,41.15,6.34,99.9,4.1,0.0577,1.057,3.58,4.0,1.4,62.4,2177.9,2.5,1050.7,3.734,37.22,35.17,0.0519,49.48,0.17,0.2,31.5
LAB-MLT-2024-00839,REC-MLT-2024-00239,Inlet,2024-07-16 23:51:54,26.85,40.7,32.45,1068.4,9943.47,122.28,106.5,-7.8,2.9745,1.139,12.11,393.5,131.3,93.8,445.1,50.5,186.4,2.364,17.7,16.99,0.0357,41.19,115.5,36.1,31.7
LAB-MLT-2024-00840,REC-MLT-2024-00239,Mid-Process,2024-07-17 06:51:54,21.7,47.96,30.34,1075.8,6548.43,98.16,101.2,-7.8,2.9745,1.139,12.11,393.5,131.3,93.8,445.1,50.5,186.4,2.364,19.8,18.76,0.0357,41.19,115.5,36.1,31.7
LAB-MLT-2024-00841,REC-MLT-2024-00239,Oil Output,2024-07-17 19:51:54,1.63,95.05,3.32,879.5,24.33,4.68,90.9,-7.8,2.3796,0.683,12.11,354.2,118.2,46.9,44.5,15.1,9.3,2.364,38.12,36.3,0.0357,41.19,11.55,3.6,31.7
LAB-PIR-2024-02840,REC-PIR-2024-00808,Inlet,2024-07-17 13:24:10,88.37,8.18,3.45,998.5,5.21,1.83,50.2,10.8,0.1733,2.814,10.66,29.2,7.4,154.2,27829.6,57.3,22938.9,0.718,3.51,3.27,0.0916,1.73,14.63,7.8,18.6
LAB-PIR-2024-02841,REC-PIR-2024-00808,Mid-Process,2024-07-17 17:24:10,79.46,19.31,1.23,978.9,3.58,1.44,47.7,10.8,0.1733,2.814,10.66,29.2,7.4,154.2,27829.6,57.3,22938.9,0.718,8.28,7.95,0.0916,1.73,14.63,7.8,18.6
LAB-PIR-2024-02842,REC-PIR-2024-00808,Oil Output,2024-07-18 10:24:10,2.73,97.86,0.01,833.8,9.29,2.63,84.2,10.8,0.1386,1.688,10.66,26.3,6.7,77.1,2783.0,17.2,1146.9,0.718,40.81,39.0,0.0916,1.73,1.46,0.8,18.6
LAB-PIR-2024-02843,REC-PIR-2024-00808,Solids Output,2024-07-18 04:24:10,14.8,8.15,77.05,1573.7,,,,10.8,0.1733,2.814,10.66,29.2,7.4,154.2,27829.6,57.3,22938.9,0.718,3.36,3.25,0.0916,1.73,14.63,7.8,18.6
LAB-PIR-2024-02844,REC-PIR-2024-00809,Inlet,2024-07-17 04:03:41,5.02,91.47,3.51,904.9,191.59,14.93,146.2,1.0,0.0544,1.061,16.65,2.2,0.9,357.3,168.8,38.6,340.7,4.49,39.43,36.91,0.0088,27.16,94.9,5.6,45.7
LAB-PIR-2024-02845,REC-PIR-2024-00809,Mid-Process,2024-07-18 06:03:41,0.5,99.0,0.5,922.0,129.36,12.04,138.9,1.0,0.0544,1.061,16.65,2.2,0.9,357.3,168.8,38.6,340.7,4.49,40.37,38.47,0.0088,27.16,94.9,5.6,45.7
LAB-PIR-2024-02846,REC-PIR-2024-00809,Oil Output,2024-07-16 18:03:41,1.17,93.11,5.72,947.4,56.87,7.62,145.4,1.0,0.0435,0.637,16.65,2.0,0.8,178.7,16.9,11.6,17.0,4.49,37.2,35.01,0.0088,27.16,9.49,0.6,45.7
LAB-PIR-2024-02847,REC-PIR-2024-00810,Inlet,2024-07-17 10:04:17,85.41,9.8,4.79,1015.4,30.74,5.37,78.6,18.1,0.0863,0.793,6.79,3.4,1.1,110.9,13103.3,16.8,9181.5,2.196,4.07,3.87,0.0932,27.56,159.04,4.9,1.3
LAB-PIR-2024-02848,REC-PIR-2024-00810,Mid-Process,2024-07-17 22:04:17,71.25,27.49,1.26,995.9,13.06,3.24,74.7,18.1,0.0863,0.793,6.79,3.4,1.1,110.9,13103.3,16.8,9181.5,2.196,11.85,11.35,0.0932,27.56,159.04,4.9,1.3
LAB-PIR-2024-02849,REC-PIR-2024-00810,Oil Output,2024-07-18 02:04:17,1.89,97.05,1.06,869.4,27.34,5.01,53.1,18.1,0.069,0.476,6.79,3.1,1.0,55.5,1310.3,5.0,459.1,2.196,38.93,36.25,0.0932,27.56,15.9,0.5,1.3
LAB-PIR-2024-02850,REC-PIR-2024-00810,Water Output,2024-07-17 19:04:17,99.97,0.02,0.01,1010.4,3.54,1.99,,18.1,0.0863,0.793,6.79,3.4,1.1,110.9,13103.3,16.8,9181.5,2.196,0.01,0.01,0.0932,27.56,159.04,4.9,1.3
LAB-PIR-2024-02851,REC-PIR-2024-00810,Solids Output,2024-07-17 23:04:17,22.49,7.61,69.9,1572.8,,,,18.1,0.0863,0.793,6.79,3.4,1.1,110.9,13103.3,16.8,9181.5,2.196,3.09,2.85,0.0932,27.56,159.04,4.9,1.3
LAB-PIR-2024-02852,REC-PIR-2024-00811,Inlet,2024-07-17 06:28:20,97.84,1.46,0.7,1021.0,43.45,6.54,47.2,-12.7,0.3282,1.416,3.63,19.7,7.6,362.1,14672.4,52.5,10197.3,3.866,0.63,0.59,0.0354,11.58,130.83,2.8,12.2
LAB-PIR-2024-02853,REC-PIR-2024-00811,Mid-Process,2024-07-17 07:28:20,80.81,19.18,0.01,990.1,29.51,5.24,44.8,-12.7,0.3282,1.416,3.63,19.7,7.6,362.1,14672.4,52.5,10197.3,3.866,8.25,7.84,0.0354,11.58,130.83,2.8,12.2
LAB-PIR-2024-02854,REC-PIR-2024-00811,Oil Output,2024-07-17 14:28:20,0.11,97.18,2.71,839.4,19.01,4.05,70.3,-12.7,0.2626,0.85,3.63,17.7,6.8,181.1,1467.2,15.8,509.9,3.866,40.34,38.22,0.0354,11.58,13.08,0.3,12.2
LAB-MLT-2024-00842,REC-MLT-2024-00240,Inlet,2024-07-18 00:34:17,91.38,4.94,3.68,1023.0,12.17,3.1,30.1,16.9,4.3777,0.748,14.1,158.9,43.1,402.7,22904.0,62.3,19553.7,0.107,2.06,1.96,0.0009,18.88,101.7,3.9,39.2
LAB-MLT-2024-00843,REC-MLT-2024-00240,Mid-Process,2024-07-17 14:34:17,80.64,18.36,1.0,992.9,6.68,2.14,28.6,16.9,4.3777,0.748,14.1,158.9,43.1,402.7,22904.0,62.3,19553.7,0.107,7.95,7.63,0.0009,18.88,101.7,3.9,39.2
LAB-MLT-2024-00844,REC-MLT-2024-00240,Oil Output,2024-07-16 23:34:17,0.34,97.18,2.48,902.0,12.25,3.11,60.3,16.9,3.5022,0.449,14.1,143.0,38.8,201.3,2290.4,18.7,977.7,0.107,38.84,36.32,0.0009,18.88,10.17,0.4,39.2
LAB-HAM-2024-01533,REC-HAM-2024-00435,Inlet,2024-07-19 00:32:32,90.41,6.82,2.77,1008.5,16.57,3.73,73.4,27.3,0.2443,1.765,13.15,15.8,6.3,88.6,24241.1,15.9,82.5,3.712,2.83,2.71,0.0891,14.68,152.55,8.8,24.9
LAB-HAM-2024-01534,REC-HAM-2024-00435,Mid-Process,2024-07-17 08:32:32,75.66,24.33,0.01,978.0,10.7,2.87,69.7,27.3,0.2443,1.765,13.15,15.8,6.3,88.6,24241.1,15.9,82.5,3.712,10.51,9.99,0.0891,14.68,152.55,8.8,24.9
LAB-HAM-2024-01535,REC-HAM-2024-00435,Oil Output,2024-07-17 12:32:32,0.88,98.8,0.32,866.3,62.11,8.01,72.9,27.3,0.1954,1.059,13.15,14.2,5.7,44.3,2424.1,4.8,4.1,3.712,41.41,39.74,0.0891,14.68,15.26,0.9,24.9
LAB-PIR-2024-02855,REC-PIR-2024-00812,Inlet,2024-07-18 06:32:41,31.88,59.95,8.17,942.8,303.65,19.17,143.7,-11.6,0.1733,1.387,11.72,2.6,0.8,423.3,239.2,11.2,249.5,1.565,25.17,23.61,0.0266,19.61,175.61,44.4,13.0
LAB-PIR-2024-02856,REC-PIR-2024-00812,Mid-Process,2024-07-17 11:32:41,17.41,78.03,4.56,943.3,188.32,14.79,136.5,-11.6,0.1733,1.387,11.72,2.6,0.8,423.3,239.2,11.2,249.5,1.565,31.45,29.79,0.0266,19.61,175.61,44.4,13.0
LAB-PIR-2024-02857,REC-PIR-2024-00812,Oil Output,2024-07-17 17:32:41,1.62,96.48,1.9,872.2,47.56,6.89,150.5,-11.6,0.1386,0.832,11.72,2.3,0.7,211.7,23.9,3.4,12.5,1.565,40.69,38.34,0.0266,19.61,17.56,4.4,13.0
LAB-PIR-2024-02858,REC-PIR-2024-00812,Solids Output,2024-07-17 02:32:41,18.76,5.33,75.91,1232.6,,,,-11.6,0.1733,1.387,11.72,2.6,0.8,423.3,239.2,11.2,249.5,1.565,2.33,2.03,0.0266,19.61,175.61,44.4,13.0
LAB-HAM-2024-01536,REC-HAM-2024-00436,Inlet,2024-07-18 03:45:11,90.17,6.0,3.83,1019.7,9.51,2.67,53.9,-5.7,0.051,1.651,12.18,3.0,1.3,435.0,16717.6,35.0,325.4,4.4,2.44,2.29,0.0305,6.73,80.25,8.5,6.4
LAB-HAM-2024-01537,REC-HAM-2024-00436,Mid-Process,2024-07-17 10:45:11,83.08,14.86,2.06,1009.2,6.46,2.1,51.2,-5.7,0.051,1.651,12.18,3.0,1.3,435.0,16717.6,35.0,325.4,4.4,6.27,5.93,0.0305,6.73,80.25,8.5,6.4
LAB-HAM-2024-01538,REC-HAM-2024-00436,Oil Output,2024-07-17 20:45:11,2.04,96.52,1.44,835.1,55.66,7.53,78.5,-5.7,0.0408,0.991,12.18,2.7,1.2,217.5,1671.8,10.5,16.3,4.4,41.88,39.21,0.0305,6.73,8.03,0.9,6.4
LAB-HAM-2024-01539,REC-HAM-2024-00436,Water Output,2024-07-17 04:45:11,99.95,0.04,0.01,1018.4,1.01,1.48,,-5.7,0.051,1.651,12.18,3.0,1.3,435.0,16717.6,35.0,325.4,4.4,0.02,0.01,0.0305,6.73,80.25,8.5,6.4
LAB-PIR-2024-02859,REC-PIR-2024-00813,Inlet,2024-07-17 14:16:23,21.45,23.18,55.37,1092.0,3451.76,70.04,109.6,7.0,0.0746,0.968,14.66,1.5,0.6,428.9,174.7,22.4,145.8,0.482,9.4,8.99,0.0551,13.66,65.21,9.7,146.1
LAB-PIR-2024-02860,REC-PIR-2024-00813,Mid-Process,2024-07-18 06:16:23,16.68,44.26,39.06,1108.6,1964.51,51.99,104.1,7.0,0.0746,0.968,14.66,1.5,0.6,428.9,174.7,22.4,145.8,0.482,17.75,16.74,0.0551,13.66,65.21,9.7,146.1
LAB-PIR-2024-02861,REC-PIR-2024-00813,Oil Output,2024-07-17 23:16:23,0.5,96.76,2.74,871.1,62.01,8.0,218.1,7.0,0.0597,0.581,14.66,1.4,0.5,214.4,17.5,6.7,7.3,0.482,41.21,38.62,0.0551,13.66,6.52,1.0,146.1
LAB-PIR-2024-02862,REC-PIR-2024-00813,Water Output,2024-07-18 11:16:23,99.98,0.01,0.01,1007.4,3.82,0.62,,7.0,0.0746,0.968,14.66,1.5,0.6,428.9,174.7,22.4,145.8,0.482,0.0,0.0,0.0551,13.66,65.21,9.7,146.1
LAB-PIR-2024-02863,REC-PIR-2024-00813,Solids Output,2024-07-18 21:16:23,15.63,1.08,83.29,1680.0,,,,7.0,0.0746,0.968,14.66,1.5,0.6,428.9,174.7,22.4,145.8,0.482,0.45,0.41,0.0551,13.66,65.21,9.7,146.1
LAB-PIR-2024-02864,REC-PIR-2024-00814,Inlet,2024-07-19 08:06:14,3.56,93.88,2.56,886.5,235.07,16.69,26.9,10.5,0.2215,1.672,14.55,40.1,10.0,415.7,69.7,20.2,265.9,4.709,38.1,36.07,0.0854,33.34,100.09,3.8,26.9
LAB-PIR-2024-02865,REC-PIR-2024-00814,Mid-Process,2024-07-18 14:06:14,0.5,99.0,0.5,889.7,140.21,12.59,25.6,10.5,0.2215,1.672,14.55,40.1,10.0,415.7,69.7,20.2,265.9,4.709,43.45,41.02,0.0854,33.34,100.09,3.8,26.9
LAB-PIR-2024-02866,REC-PIR-2024-00814,Oil Output,2024-07-19 10:06:14,1.67,97.5,0.83,845.4,7.15,2.24,63.5,10.5,0.1772,1.003,14.55,36.1,9.0,207.8,7.0,6.1,13.3,4.709,41.61,39.47,0.0854,33.34,10.01,0.4,26.9
LAB-PIR-2024-02867,REC-PIR-2024-00814,Solids Output,2024-07-17 11:06:14,13.59,13.31,73.1,1530.6,,,,10.5,0.2215,1.672,14.55,40.1,10.0,415.7,69.7,20.2,265.9,4.709,5.7,4.98,0.0854,33.34,100.09,3.8,26.9
LAB-PIR-2024-02868,REC-PIR-2024-00815,Inlet,2024-07-19 11:32:47,86.95,8.83,4.22,1007.5,9.93,2.74,49.2,-9.5,0.2083,1.495,4.04,27.2,10.0,161.4,11634.9,21.2,10962.3,1.958,3.67,3.45,0.0414,39.01,9.0,7.8,16.2
LAB-PIR-2024-02869,REC-PIR-2024-00815,Mid-Process,2024-07-17 15:32:47,71.93,27.61,0.46,967.4,6.76,2.16,46.7,-9.5,0.2083,1.495,4.04,27.2,10.0,161.4,11634.9,21.2,10962.3,1.958,11.17,10.62,0.0414,39.01,9.0,7.8,16.2
LAB-PIR-2024-02870,REC-PIR-2024-00815,Oil Output,2024-07-18 15:32:47,0.49,98.26,1.25,856.3,28.9,5.18,47.9,-9.5,0.1666,0.897,4.04,24.5,9.0,80.7,1163.5,6.4,548.1,1.958,39.22,36.99,0.0414,39.01,0.9,0.8,16.2
LAB-PIR-2024-02871,REC-PIR-2024-00815,Solids Output,2024-07-18 03:32:47,7.7,14.0,78.3,1497.0,,,,-9.5,0.2083,1.495,4.04,27.2,10.0,161.4,11634.9,21.2,10962.3,1.958,5.89,5.51,0.0414,39.01,9.0,7.8,16.2
LAB-PIR-2024-02872,REC-PIR-2024-00816,Inlet,2024-07-17 22:33:10,37.76,42.54,19.7,1024.4,5487.52,89.43,194.4,-9.4,0.4453,0.912,11.09,19.3,4.8,303.1,163.1,77.2,86.6,0.199,17.97,17.23,0.0032,30.25,165.43,14.7,154.7
LAB-PIR-2024-02873,REC-PIR-2024-00816,Mid-Process,2024-07-18 11:33:10,25.39,58.01,16.6,982.7,3050.93,65.62,184.7,-9.4,0.4453,0.912,11.09,19.3,4.8,303.1,163.1,77.2,86.6,0.199,23.58,22.01,0.0032,30.25,165.43,14.7,154.7
LAB-PIR-2024-02874,REC-PIR-2024-00816,Oil Output,2024-07-17 20:33:10,0.47,95.71,3.82,929.9,49.3,7.03,201.5,-9.4,0.3562,0.547,11.09,17.4,4.3,151.6,16.3,23.2,4.3,0.199,39.18,37.04,0.0032,30.25,16.54,1.5,154.7
LAB-PIR-2024-02875,REC-PIR-2024-00816,Water Output,2024-07-18 05:33:10,99.94,0.05,0.01,1023.1,3.76,0.52,,-9.4,0.4453,0.912,11.09,19.3,4.8,303.1,163.1,77.2,86.6,0.199,0.02,0.02,0.0032,30.25,165.43,14.7,154.7
LAB-PIR-2024-02876,REC-PIR-2024-00816,Solids Output,2024-07-19 06:33:10,22.8,8.16,69.04,1795.9,,,,-9.4,0.4453,0.912,11.09,19.3,4.8,303.1,163.1,77.2,86.6,0.199,3.53,3.33,0.0032,30.25,165.43,14.7,154.7
LAB-HAM-2024-01540,REC-HAM-2024-00437,Inlet,2024-07-19 05:37:45,92.27,3.95,3.78,1032.4,37.62,6.03,62.6,28.3,0.0941,0.987,11.14,3.3,1.3,258.9,13132.3,7.1,61.6,4.12,1.6,1.5,0.0377,3.9,189.63,7.5,10.5
LAB-HAM-2024-01541,REC-HAM-2024-00437,Mid-Process,2024-07-18 05:37:45,76.49,23.5,0.01,972.0,25.08,4.77,59.5,28.3,0.0941,0.987,11.14,3.3,1.3,258.9,13132.3,7.1,61.6,4.12,10.03,9.37,0.0377,3.9,189.63,7.5,10.5
LAB-HAM-2024-01542,REC-HAM-2024-00437,Oil Output,2024-07-19 01:37:45,0.44,96.26,3.3,937.4,27.22,5.0,52.7,28.3,0.0753,0.592,11.14,3.0,1.2,129.4,1313.2,2.1,3.1,4.12,39.5,37.17,0.0377,3.9,18.96,0.8,10.5
LAB-GIB-2024-01215,REC-GIB-2024-00350,Inlet,2024-07-19 08:34:08,94.6,2.6,2.8,1023.9,27.69,5.05,70.8,-1.6,0.2064,1.887,5.6,43.2,15.4,132.6,11630.0,19.7,337.1,3.044,1.05,0.98,0.0658,27.11,165.71,8.8,31.9
LAB-GIB-2024-01216,REC-GIB-2024-00350,Mid-Process,2024-07-19 04:34:08,85.42,14.07,0.51,993.8,18.35,3.97,67.3,-1.6,0.2064,1.887,5.6,43.2,15.4,132.6,11630.0,19.7,337.1,3.044,5.78,5.44,0.0658,27.11,165.71,8.8,31.9
LAB-GIB-2024-01217,REC-GIB-2024-00350,Oil Output,2024-07-18 23:34:08,2.47,96.26,1.27,887.5,49.05,7.01,66.2,-1.6,0.1651,1.132,5.6,38.9,13.9,66.3,1163.0,5.9,16.9,3.044,41.27,39.09,0.0658,27.11,16.57,0.9,31.9
LAB-GIB-2024-01218,REC-GIB-2024-00350,Solids Output,2024-07-19 03:34:08,20.52,3.18,76.3,1688.3,,,,-1.6,0.2064,1.887,5.6,43.2,15.4,132.6,11630.0,19.7,337.1,3.044,1.38,1.28,0.0658,27.11,165.71,8.8,31.9
LAB-PIR-2024-02877,REC-PIR-2024-00817,Inlet,2024-07-18 07:15:00,91.85,3.71,4.44,1015.8,21.9,4.4,79.7,-4.9,0.1835,0.441,2.73,38.2,9.7,221.4,8837.4,6.0,19303.4,0.792,1.63,1.54,0.0366,43.03,51.28,8.0,38.9
LAB-PIR-2024-02878,REC-PIR-2024-00817,Mid-Process,2024-07-19 16:15:00,77.97,21.06,0.97,983.2,9.48,2.66,75.7,-4.9,0.1835,0.441,2.73,38.2,9.7,221.4,8837.4,6.0,19303.4,0.792,8.45,7.93,0.0366,43.03,51.28,8.0,38.9
LAB-PIR-2024-02879,REC-PIR-2024-00817,Oil Output,2024-07-18 15:15:00,1.98,92.67,5.35,852.1,60.22,7.87,70.6,-4.9,0.1468,0.265,2.73,34.4,8.7,110.7,883.7,1.8,965.2,0.792,39.6,37.47,0.0366,43.03,5.13,0.8,38.9
LAB-HAM-2024-01543,REC-HAM-2024-00438,Inlet,2024-07-20 01:50:40,92.08,6.22,1.7,1010.8,29.89,5.28,44.4,16.6,0.079,2.764,17.6,2.1,0.6,90.1,7722.4,19.0,51.7,1.193,2.7,2.53,0.0499,23.35,186.8,8.7,47.0
LAB-HAM-2024-01544,REC-HAM-2024-00438,Mid-Process,2024-07-18 05:50:40,79.12,20.87,0.01,975.1,12.54,3.16,42.2,16.6,0.079,2.764,17.6,2.1,0.6,90.1,7722.4,19.0,51.7,1.193,8.9,8.54,0.0499,23.35,186.8,8.7,47.0
LAB-HAM-2024-01545,REC-HAM-2024-00438,Oil Output,2024-07-18 05:50:40,2.4,94.59,3.01,892.6,14.63,3.47,81.3,16.6,0.0632,1.658,17.6,1.9,0.5,45.0,772.2,5.7,2.6,1.193,41.56,39.86,0.0499,23.35,18.68,0.9,47.0
