batch_id,reception_id,start_timestamp,end_timestamp,facility_code,operator_id,operator_experience_years,separator_unit_id,pre_treatment,pre_settling_hours,target_oil_spec,batch_priority,total_volume_input_m3,total_oil_output_m3,total_water_output_m3,total_solids_output_kg,oil_recovery_yield_pct,energy_consumed_kwh,chemicals_cost_eur,labor_hours,total_processing_cost_eur,recovered_oil_revenue_eur,solid_fuel_revenue_eur,net_margin_eur,quality_pass,quality_failure_reason
BATCH-PIR-2026-00168,REC-PIR-2026-00204,2026-02-24 15:04:58,2026-02-24 23:05:31.230769,PIR,OP-PIR-08,9.1,PIR-DAF-002,None,5.7,MARPOL Annex I,Normal,150.1,24.92,62.89,5848.5,41.18,1115.6,1675.26,2.6,1931.35,12213.57,186.26,10468.48,True,
BATCH-PIR-2026-00169,REC-PIR-2026-00205;REC-PIR-2026-00206,2026-02-24 18:54:40,2026-02-25 01:57:28.000000,PIR,OP-PIR-01,3.9,PIR-GRV-002,Heating,1.3,MARPOL Annex I,Urgent,344.8,0.95,303.25,14955.3,30.31,1952.5,2806.17,8.1,3521.61,410.6,937.45,-2173.56,True,
BATCH-PIR-2026-00170,REC-PIR-2026-00207,2026-02-25 11:59:27,2026-02-25 20:04:51.000000,PIR,OP-PIR-06,21.6,PIR-DSC-002,None,5.9,EU Waste Directive,Normal,65.7,2.63,44.22,1298.8,48.91,297.3,918.82,2.8,1052.95,1008.79,92.65,48.49,True,
BATCH-PIR-2026-00171,REC-PIR-2026-00208,2026-02-25 13:14:22,2026-02-26 03:03:27.454545,PIR,OP-PIR-07,4.9,PIR-PLS-002,Heating,6.7,Re-refinery Feedstock,Normal,156.6,34.85,58.44,3306.2,39.22,1093.5,1757.64,7.2,2333.26,17184.49,135.03,14986.26,True,
BATCH-PIR-2026-00172,REC-PIR-2026-00209,2026-02-26 06:00:19,2026-02-26 14:27:31.000000,PIR,OP-PIR-08,9.1,PIR-DEC-002,Chemical Demulsification,7.2,IMO 2020 Compliant,Deferred,56.4,1.83,46.07,1382.6,47.77,263.4,295.22,1.3,394.03,866.24,57.52,529.73,True,
BATCH-PIR-2026-00173,REC-PIR-2026-00210;REC-PIR-2026-00211,2026-02-26 06:45:38,2026-02-26 12:02:33.714286,PIR,OP-PIR-10,15.8,PIR-DSC-004,Heating,4.3,EU Waste Directive,Scheduled,27.5,0.75,21.76,1040.7,36.81,136.6,131.43,1.8,270.41,298.57,38.86,67.02,True,
BATCH-PIR-2026-00174,REC-PIR-2026-00212;REC-PIR-2026-00213;REC-PIR-2026-00214,2026-02-26 18:05:38,2026-02-28 17:06:50.000000,PIR,OP-PIR-05,4.9,PIR-DSC-001,Heating,4.4,EU Waste Directive,Normal,1065.5,41.25,716.36,42448.7,45.22,5275.6,11766.06,56.2,15065.35,22152.8,1174.62,8262.07,True,
BATCH-PIR-2026-00175,REC-PIR-2026-00215,2026-02-28 00:16:18,2026-02-28 07:50:42.000000,PIR,OP-PIR-10,15.8,PIR-DEC-002,Gravity Separation,6.4,MARPOL Annex I,Scheduled,52.8,1.51,42.25,2093.3,50.63,221.9,148.03,1.3,245.24,683.33,54.6,492.69,True,
BATCH-PIR-2026-00176,REC-PIR-2026-00216,2026-02-28 09:28:06,2026-02-28 13:42:43.500000,PIR,OP-PIR-10,15.8,PIR-GRV-001,None,3.5,EU Waste Directive,Normal,59.5,11.68,31.74,1612.3,44.78,417.4,175.46,1.2,286.1,5178.97,117.74,5010.61,True,
BATCH-PIR-2026-00177,REC-PIR-2026-00217,2026-02-28 21:29:18,2026-03-01 03:10:45.600000,PIR,OP-PIR-02,7.2,PIR-HTG-002,Heating,5.0,Recovered Oil Grade A,Scheduled,69.1,12.99,29.02,636.7,45.03,535.1,925.1,0.9,1034.91,5369.97,50.66,4385.72,True,
BATCH-PIR-2026-00178,REC-PIR-2026-00218,2026-03-01 05:02:59,2026-03-01 08:32:28.142857,PIR,OP-PIR-01,3.9,PIR-DSC-003,Centrifugation,1.9,MARPOL Annex I,Deferred,55.7,20.05,18.68,867.5,55.95,350.3,390.3,2.9,537.71,8495.93,33.23,7991.45,True,
BATCH-PIR-2026-00179,REC-PIR-2026-00219,2026-03-01 09:13:40,2026-03-01 19:23:28.000000,PIR,OP-PIR-06,21.6,PIR-GRV-002,Gravity Separation,3.6,IMO 2020 Compliant,High,393.8,121.67,173.26,15080.1,58.44,1735.5,1913.87,11.0,2840.8,62030.57,651.45,59841.22,False,High water content in oil output
BATCH-PIR-2026-00180,REC-PIR-2026-00220,2026-03-02 07:42:54,2026-03-02 17:15:37.636364,PIR,OP-PIR-04,24.3,PIR-PLS-002,None,5.7,Recovered Oil Grade A,Normal,84.6,2.66,58.7,2257.3,53.38,380.9,1083.32,4.8,1378.42,1149.77,146.05,-82.6,False,Sulfur specification exceeded
BATCH-PIR-2026-00181,REC-PIR-2026-00221,2026-03-02 13:28:56,2026-03-02 21:17:16.571429,PIR,OP-PIR-05,4.9,PIR-DSC-003,Filtration,5.4,Fuel Blend Feedstock,Deferred,84.2,15.8,45.65,1948.6,44.76,633.3,956.1,2.7,1179.54,6436.47,138.86,5395.79,False,Sulfur specification exceeded
BATCH-PIR-2026-00182,REC-PIR-2026-00222;REC-PIR-2026-00223,2026-03-02 16:29:34,2026-03-03 02:42:38.285714,PIR,OP-PIR-07,4.9,PIR-DSC-004,Heating,7.8,Fuel Blend Feedstock,Normal,67.7,1.87,55.06,972.6,36.25,285.1,866.65,2.7,1054.39,683.17,51.83,-319.39,True,
BATCH-PIR-2026-00183,REC-PIR-2026-00224,2026-03-02 20:36:12,2026-03-03 01:34:12.000000,PIR,OP-PIR-01,3.9,PIR-HTG-001,Heating,4.4,IMO 2020 Compliant,Urgent,68.0,1.1,50.35,3277.6,24.93,298.4,666.27,1.1,777.43,498.84,185.13,-93.46,True,
BATCH-PIR-2026-00184,REC-PIR-2026-00225;REC-PIR-2026-00226,2026-03-03 07:18:00,2026-03-04 07:10:33.600000,PIR,OP-PIR-02,7.2,PIR-DSC-001,Gravity Separation,19.4,EU Waste Directive,Normal,111.9,7.34,72.18,2264.6,48.72,588.8,1394.97,6.7,1829.6,3374.35,144.82,1689.57,True,
BATCH-PIR-2026-00185,REC-PIR-2026-00227,2026-03-03 14:00:38,2026-03-03 20:29:12.500000,PIR,OP-PIR-09,17.3,PIR-GRV-001,Chemical Demulsification,4.6,MARPOL Annex I,Normal,150.1,43.1,51.43,3765.6,56.07,997.7,1263.62,2.8,1502.2,22101.2,191.88,20790.88,True,
BATCH-PIR-2026-00186,REC-PIR-2026-00228,2026-03-03 19:51:41,2026-03-04 02:21:41.000000,PIR,OP-PIR-01,3.9,PIR-HTG-001,Heating,6.0,IMO 2020 Compliant,Normal,28.1,5.99,11.21,169.9,48.95,197.2,333.21,0.9,398.11,2939.31,13.32,2554.52,True,
BATCH-PIR-2026-00187,REC-PIR-2026-00229,2026-03-04 02:44:24,2026-03-04 06:43:45.428571,PIR,OP-PIR-07,4.9,PIR-DSC-004,Heating,2.4,Re-refinery Feedstock,Normal,44.5,0.7,36.78,2007.1,47.8,197.0,416.03,3.1,590.11,354.01,138.4,-97.7,True,
BATCH-PIR-2026-00188,REC-PIR-2026-00230;REC-PIR-2026-00231;REC-PIR-2026-00232,2026-03-04 04:42:02,2026-03-04 14:23:14.000000,PIR,OP-PIR-02,7.2,PIR-DSC-002,Heating,2.0,MARPOL Annex I,High,230.6,16.66,144.34,2021.8,59.16,1141.7,1737.42,8.1,2263.79,6949.12,83.12,4768.45,True,
BATCH-PIR-2026-00189,REC-PIR-2026-00233,2026-03-04 16:10:21,2026-03-04 18:06:03.000000,PIR,OP-PIR-01,3.9,PIR-GRV-002,Centrifugation,1.4,MARPOL Annex I,High,31.7,0.56,24.48,379.1,39.91,135.0,81.41,1.0,146.21,232.01,23.6,109.4,True,
BATCH-PIR-2026-00190,REC-PIR-2026-00234,2026-03-05 05:15:11,2026-03-06 00:09:11.000000,PIR,OP-PIR-01,3.9,PIR-DSC-001,Gravity Separation,16.3,IMO 2020 Compliant,Normal,65.0,1.69,50.32,2192.2,34.38,283.5,382.93,2.7,527.15,815.63,108.41,396.89,True,
BATCH-PIR-2026-00191,REC-PIR-2026-00235,2026-03-05 10:52:36,2026-03-06 01:08:42.000000,PIR,OP-PIR-09,17.3,PIR-GRV-002,Gravity Separation,13.4,MARPOL Annex I,High,52.1,2.41,39.52,832.6,49.24,261.7,172.05,1.4,262.41,928.59,35.4,701.58,True,
BATCH-PIR-2026-00192,REC-PIR-2026-00236,2026-03-05 17:11:06,2026-03-05 21:11:06.000000,PIR,OP-PIR-01,3.9,PIR-DEC-003,Heating,3.5,MARPOL Annex I,High,14.1,0.94,10.27,158.1,51.75,70.5,31.86,0.8,71.92,450.05,5.87,384.0,True,
BATCH-PIR-2026-00193,REC-PIR-2026-00237,2026-03-06 04:32:34,2026-03-06 11:01:43.600000,PIR,OP-PIR-08,9.1,PIR-DEC-003,Gravity Separation,4.4,MARPOL Annex I,Normal,104.3,85.63,8.82,3846.5,92.71,550.7,1157.69,2.1,1313.16,36786.67,185.3,35658.81,True,
BATCH-PIR-2026-00194,REC-PIR-2026-00238,2026-03-06 04:41:27,2026-03-06 09:33:52.500000,PIR,OP-PIR-06,21.6,PIR-GRV-001,None,2.6,EU Waste Directive,High,181.9,62.72,65.25,5277.0,64.02,1123.6,498.02,4.1,871.07,30115.47,147.77,29392.17,True,
BATCH-PIR-2026-00195,REC-PIR-2026-00239,2026-03-06 05:57:35,2026-03-06 12:54:06.200000,PIR,OP-PIR-05,4.9,PIR-DEC-003,Heating,3.7,Recovered Oil Grade A,Normal,162.1,43.66,55.52,7827.7,49.66,1074.3,2183.48,3.9,2584.59,16165.44,608.34,14189.19,False,High water content in oil output
BATCH-PIR-2026-00196,REC-PIR-2026-00240;REC-PIR-2026-00241;REC-PIR-2026-00242,2026-03-06 08:59:00,2026-03-07 12:50:40.500000,PIR,OP-PIR-08,9.1,PIR-GRV-001,Heating,3.8,Fuel Blend Feedstock,Urgent,1924.9,578.6,724.16,61867.4,53.48,13915.6,5449.14,34.7,8443.23,229876.25,4852.36,226285.38,True,
BATCH-PIR-2026-00197,REC-PIR-2026-00243,2026-03-07 09:57:46,2026-03-07 19:51:46.000000,PIR,OP-PIR-06,21.6,PIR-DEC-003,Chemical Demulsification,7.4,MARPOL Annex I,Scheduled,125.0,39.2,54.24,1562.0,60.48,736.4,805.4,4.0,1054.64,15110.72,63.47,14119.55,False,Viscosity out of spec
BATCH-PIR-2026-00198,REC-PIR-2026-00244,2026-03-07 12:04:09,2026-03-07 20:33:45.000000,PIR,OP-PIR-09,17.3,PIR-DSC-002,None,5.4,Recovered Oil Grade A,Scheduled,92.8,27.75,27.45,3458.0,47.01,654.3,257.7,5.1,670.77,14153.79,120.25,13603.27,True,
BATCH-PIR-2026-00199,REC-PIR-2026-00245,2026-03-07 14:47:36,2026-03-07 19:48:01.714286,PIR,OP-PIR-05,4.9,PIR-DSC-004,Gravity Separation,4.1,Recovered Oil Grade B,Scheduled,25.4,0.33,22.91,363.5,30.2,122.7,199.68,1.2,296.05,126.66,20.6,-148.79,True,
BATCH-PIR-2026-00200,REC-PIR-2026-00246,2026-03-08 05:27:41,2026-03-08 11:47:47.000000,PIR,OP-PIR-04,24.3,PIR-PLS-001,Centrifugation,2.7,MARPOL Annex I,Normal,72.7,11.74,39.87,1667.2,48.15,520.0,658.19,7.2,975.82,5121.44,86.07,4231.69,True,
BATCH-PIR-2026-00201,REC-PIR-2026-00247,2026-03-08 06:24:35,2026-03-08 11:46:24.090909,PIR,OP-PIR-05,4.9,PIR-PLS-002,Chemical Demulsification,1.6,MARPOL Annex I,Normal,82.8,30.07,25.31,3900.1,58.65,441.1,1022.28,4.4,1238.97,11483.16,96.98,10341.17,True,
BATCH-PIR-2026-00202,REC-PIR-2026-00248,2026-03-08 12:05:11,2026-03-08 22:14:11.000000,PIR,OP-PIR-08,9.1,PIR-DEC-001,Heating,7.8,IMO 2020 Compliant,Normal,94.0,33.73,28.98,4535.2,56.48,654.5,946.9,4.1,1248.37,13153.69,246.19,12151.51,True,
BATCH-PIR-2026-00203,REC-PIR-2026-00249,2026-03-08 12:22:28,2026-03-08 16:10:28.000000,PIR,OP-PIR-04,24.3,PIR-HTG-001,None,3.3,Fuel Blend Feedstock,Normal,56.0,1.72,39.82,320.3,37.54,246.2,736.07,0.7,799.32,745.84,13.95,-39.53,False,Sediment content too high
BATCH-PIR-2026-00204,REC-PIR-2026-00250;REC-PIR-2026-00251;REC-PIR-2026-00252,2026-03-08 15:47:42,2026-03-09 05:35:09.272727,PIR,OP-PIR-09,17.3,PIR-PLS-002,Centrifugation,1.4,EU Waste Directive,Scheduled,272.6,51.99,147.8,5134.6,45.73,1687.7,3146.08,19.8,4312.96,20934.71,352.87,16974.62,True,
BATCH-PIR-2026-00205,REC-PIR-2026-00253,2026-03-09 02:03:55,2026-03-09 08:10:13.000000,PIR,OP-PIR-07,4.9,PIR-PLS-001,None,4.9,MARPOL Annex I,High,24.1,3.62,11.94,520.5,34.31,113.5,282.2,1.6,355.02,1464.12,16.18,1125.28,True,
BATCH-PIR-2026-00206,REC-PIR-2026-00254,2026-03-09 02:57:49,2026-03-10 05:47:49.000000,PIR,OP-PIR-07,4.9,PIR-DEC-002,Chemical Demulsification,2.9,EU Waste Directive,Scheduled,1077.0,816.26,142.33,13791.1,91.1,5917.9,8470.64,40.7,11768.78,420057.93,586.89,408876.04,True,
BATCH-PIR-2026-00207,REC-PIR-2026-00255,2026-03-09 05:33:28,2026-03-10 04:33:28.000000,PIR,OP-PIR-04,24.3,PIR-GRV-002,Gravity Separation,21.3,EU Waste Directive,High,102.0,17.12,60.3,4920.6,60.0,653.2,561.77,2.9,836.3,7502.97,346.32,7012.99,True,
BATCH-PIR-2026-00208,REC-PIR-2026-00256,2026-03-09 08:11:29,2026-03-11 02:36:55.400000,PIR,OP-PIR-10,15.8,PIR-DSC-001,None,1.6,Recovered Oil Grade B,Normal,1020.6,867.46,87.41,12113.8,93.8,5454.4,10929.51,71.3,14095.6,317171.19,573.65,303649.24,True,
BATCH-PIR-2026-00209,REC-PIR-2026-00257,2026-03-09 13:34:05,2026-03-10 20:26:47.000000,PIR,OP-PIR-09,17.3,PIR-GRV-002,Centrifugation,6.7,Fuel Blend Feedstock,Normal,1450.7,1124.37,177.49,44728.9,91.54,7919.5,15545.13,47.9,19226.66,405978.95,1454.08,388206.37,False,High water content in oil output
BATCH-PIR-2026-00210,REC-PIR-2026-00258,2026-03-09 13:40:16,2026-03-09 15:38:04.000000,PIR,OP-PIR-09,17.3,PIR-GRV-002,Chemical Demulsification,0.9,IMO 2020 Compliant,Normal,63.8,1.52,53.76,489.7,28.18,329.1,590.3,2.1,749.93,672.15,21.48,-56.3,True,
BATCH-PIR-2026-00211,REC-PIR-2026-00259,2026-03-09 15:33:04,2026-03-10 19:14:49.600000,PIR,OP-PIR-10,15.8,PIR-DEC-003,None,2.6,MARPOL Annex I,Scheduled,1254.8,321.91,604.3,19411.2,54.17,7790.4,2986.51,37.4,5938.58,154346.99,1528.98,149937.39,True,
BATCH-PIR-2026-00212,REC-PIR-2026-00260,2026-03-09 18:41:04,2026-03-10 02:07:14.909091,PIR,OP-PIR-10,15.8,PIR-DAF-001,Chemical Demulsification,6.5,EU Waste Directive,Deferred,51.5,1.21,37.28,1366.6,39.98,221.0,398.13,1.2,491.61,590.24,79.36,177.99,True,
BATCH-PIR-2026-00213,REC-PIR-2026-00261;REC-PIR-2026-00262;REC-PIR-2026-00263,2026-03-09 22:14:35,2026-03-10 13:07:23.000000,PIR,OP-PIR-03,10.7,PIR-DSC-002,None,2.2,Re-refinery Feedstock,Normal,380.4,101.82,170.55,5361.4,61.15,2562.4,1845.73,15.8,3123.93,54076.48,117.16,51069.71,False,High water content in oil output
BATCH-PIR-2026-00214,REC-PIR-2026-00264,2026-03-10 19:17:13,2026-03-11 05:22:19.000000,PIR,OP-PIR-04,24.3,PIR-GRV-002,Centrifugation,7.9,Recovered Oil Grade A,Normal,131.1,70.87,34.44,1955.3,75.75,657.1,1435.03,3.2,1678.49,26412.96,66.2,24800.67,True,
BATCH-PIR-2026-00215,REC-PIR-2026-00265,2026-03-11 01:01:16,2026-03-11 11:36:37.428571,PIR,OP-PIR-05,4.9,PIR-DSC-004,None,4.4,Recovered Oil Grade B,Normal,173.3,105.43,41.71,8282.9,84.61,976.6,2366.22,11.0,3046.73,52299.15,207.28,49459.7,True,
BATCH-PIR-2026-00216,REC-PIR-2026-00266,2026-03-11 04:08:58,2026-03-11 20:16:55.000000,PIR,OP-PIR-09,17.3,PIR-DEC-001,Gravity Separation,14.7,Re-refinery Feedstock,Scheduled,57.3,1.94,45.2,980.4,45.01,257.0,495.83,2.1,658.72,713.36,54.31,108.95,True,
BATCH-PIR-2026-00217,REC-PIR-2026-00267,2026-03-11 05:33:58,2026-03-11 23:19:49.000000,PIR,OP-PIR-03,10.7,PIR-HTG-001,Gravity Separation,16.0,MARPOL Annex I,Scheduled,211.7,68.82,66.88,1717.2,55.35,1089.5,1065.71,3.3,1392.28,35243.63,52.84,33904.19,True,
BATCH-PIR-2026-00218,REC-PIR-2026-00268,2026-03-11 07:02:02,2026-03-11 09:09:28.400000,PIR,OP-PIR-03,10.7,PIR-DEC-003,Gravity Separation,0.8,Fuel Blend Feedstock,High,66.2,2.92,56.88,2416.7,49.45,263.7,876.02,2.6,1010.2,1358.01,83.43,431.24,True,
BATCH-PIR-2026-00219,REC-PIR-2026-00269;REC-PIR-2026-00270;REC-PIR-2026-00271,2026-03-11 09:38:44,2026-03-14 06:03:16.727273,PIR,OP-PIR-04,24.3,PIR-PLS-002,None,4.9,Recovered Oil Grade B,Normal,1397.2,929.9,262.98,45680.9,84.09,7769.0,14446.55,112.8,21932.35,476583.68,3433.46,458084.79,True,
BATCH-PIR-2026-00220,REC-PIR-2026-00272,2026-03-11 23:32:29,2026-03-12 03:29:50.600000,PIR,OP-PIR-10,15.8,PIR-DEC-003,Heating,0.7,EU Waste Directive,Normal,162.8,22.53,91.98,3942.5,38.12,1058.6,1534.18,4.5,1918.02,11306.53,189.33,9577.84,True,
BATCH-PIR-2026-00221,REC-PIR-2026-00273,2026-03-12 07:27:49,2026-03-12 14:07:17.800000,PIR,OP-PIR-06,21.6,PIR-HTG-002,Heating,6.1,EU Waste Directive,Deferred,55.8,1.32,37.27,1228.0,49.34,250.0,185.04,0.8,247.17,678.52,51.45,482.8,True,
BATCH-PIR-2026-00222,REC-PIR-2026-00274,2026-03-13 07:33:58,2026-03-13 18:30:22.000000,PIR,OP-PIR-03,10.7,PIR-DSC-001,None,6.0,IMO 2020 Compliant,High,123.5,39.29,30.92,1491.9,47.76,897.1,251.29,6.6,600.97,20610.15,47.68,20056.86,True,
BATCH-PIR-2026-00223,REC-PIR-2026-00275,2026-03-14 20:34:06,2026-03-15 10:34:31.200000,PIR,OP-PIR-10,15.8,PIR-HTG-002,Gravity Separation,12.3,MARPOL Annex I,Urgent,170.7,43.75,88.61,2215.7,58.45,1147.6,1745.65,2.8,1982.97,20696.99,119.0,18833.02,True,
BATCH-PIR-2026-00224,REC-PIR-2026-00276,2026-03-14 20:36:08,2026-03-14 22:06:08.000000,PIR,OP-PIR-06,21.6,PIR-HTG-001,Heating,1.0,Recovered Oil Grade A,Normal,55.5,8.91,27.62,1523.1,50.52,393.2,150.72,0.9,260.67,3524.3,80.98,3344.61,True,
BATCH-PIR-2026-00225,REC-PIR-2026-00277,2026-03-15 05:57:15,2026-03-15 14:59:58.636364,PIR,OP-PIR-03,10.7,PIR-PLS-002,None,5.1,Re-refinery Feedstock,Normal,86.8,10.18,37.84,1091.0,23.14,566.7,842.25,7.2,1293.66,5064.53,59.37,3830.24,True,
BATCH-PIR-2026-00226,REC-PIR-2026-00278,2026-03-15 07:33:41,2026-03-15 14:07:47.857143,PIR,OP-PIR-10,15.8,PIR-DSC-003,Heating,3.4,MARPOL Annex I,High,110.9,25.72,51.83,4952.9,51.12,840.1,757.57,3.8,1077.26,9688.96,220.93,8832.63,True,
BATCH-PIR-2026-00227,REC-PIR-2026-00279,2026-03-15 08:46:53,2026-03-15 16:57:02.000000,PIR,OP-PIR-09,17.3,PIR-HTG-001,Gravity Separation,7.1,EU Waste Directive,Scheduled,128.3,34.94,34.17,6213.0,42.28,973.2,949.71,1.2,1122.08,16749.3,210.08,15837.3,True,
BATCH-PIR-2026-00228,REC-PIR-2026-00280,2026-03-15 09:46:17,2026-03-17 01:03:13.000000,PIR,OP-PIR-10,15.8,PIR-DEC-002,Chemical Demulsification,3.4,EU Waste Directive,Normal,1614.7,1272.91,138.45,73902.8,88.16,9330.7,8667.33,57.4,13106.84,468837.99,2735.5,458466.65,True,
BATCH-PIR-2026-00229,REC-PIR-2026-00281,2026-03-15 18:53:16,2026-03-15 20:52:04.000000,PIR,OP-PIR-06,21.6,PIR-HTG-001,Heating,1.3,Recovered Oil Grade B,Urgent,81.6,3.45,68.58,1199.8,45.79,324.3,231.1,1.0,306.61,1724.1,31.53,1449.02,True,
BATCH-PIR-2026-00230,REC-PIR-2026-00282,2026-03-15 18:55:56,2026-03-18 12:00:13.142857,PIR,OP-PIR-10,15.8,PIR-DSC-004,Gravity Separation,23.0,IMO 2020 Compliant,High,1178.0,807.42,223.51,56614.7,89.5,6439.1,13770.25,44.1,17197.01,364789.9,3786.8,351379.69,True,
BATCH-PIR-2026-00231,REC-PIR-2026-00283,2026-03-16 07:08:58,2026-03-16 09:56:40.000000,PIR,OP-PIR-10,15.8,PIR-GRV-001,None,2.0,IMO 2020 Compliant,Scheduled,63.6,1.4,47.55,930.2,38.98,322.4,636.25,1.3,765.17,741.57,72.56,48.96,True,
BATCH-PIR-2026-00232,REC-PIR-2026-00284,2026-03-16 09:14:32,2026-03-17 06:20:32.000000,PIR,OP-PIR-04,24.3,PIR-HTG-002,Gravity Separation,20.6,Recovered Oil Grade B,High,22.0,0.9,18.59,347.1,58.62,95.7,207.99,0.5,242.83,350.68,15.51,123.36,True,
BATCH-PIR-2026-00233,REC-PIR-2026-00285,2026-03-16 09:59:11,2026-03-16 13:02:35.000000,PIR,OP-PIR-10,15.8,PIR-DSC-002,None,1.9,Fuel Blend Feedstock,Normal,34.7,8.41,14.03,618.7,48.91,257.4,222.36,2.0,386.46,3534.06,13.69,3161.29,True,
BATCH-PIR-2026-00234,REC-PIR-2026-00286,2026-03-16 16:45:21,2026-03-17 03:09:51.000000,PIR,OP-PIR-09,17.3,PIR-GRV-002,Gravity Separation,1.0,IMO 2020 Compliant,Urgent,564.5,362.07,101.92,14914.1,81.53,3204.1,6507.8,13.2,7690.16,144276.88,846.38,137433.1,True,
BATCH-PIR-2026-00235,REC-PIR-2026-00287,2026-03-16 22:16:48,2026-03-17 03:43:33.600000,PIR,OP-PIR-07,4.9,PIR-HTG-002,None,4.9,Recovered Oil Grade A,Scheduled,54.6,2.46,45.08,887.3,36.11,243.8,814.72,0.6,885.67,935.39,43.84,93.56,True,
BATCH-PIR-2026-00236,REC-PIR-2026-00288,2026-03-16 23:21:26,2026-03-17 01:37:22.571429,PIR,OP-PIR-09,17.3,PIR-DSC-003,Heating,0.5,Fuel Blend Feedstock,Urgent,61.8,1.1,55.97,1880.3,41.67,260.9,530.5,2.3,664.55,470.07,111.05,-83.43,True,
BATCH-PIR-2026-00237,REC-PIR-2026-00289,2026-03-17 04:44:10,2026-03-18 06:11:10.000000,PIR,OP-PIR-10,15.8,PIR-PLS-002,Gravity Separation,21.3,EU Waste Directive,High,91.3,25.59,34.74,4369.2,57.24,615.9,642.33,7.8,1200.31,11949.28,123.54,10872.51,True,
BATCH-PIR-2026-00238,REC-PIR-2026-00290,2026-03-17 17:19:26,2026-03-18 00:01:26.000000,PIR,OP-PIR-06,21.6,PIR-HTG-002,Centrifugation,6.2,IMO 2020 Compliant,Urgent,32.6,8.3,13.04,1367.1,45.35,220.7,284.72,0.5,328.9,3881.23,74.37,3626.7,True,
BATCH-PIR-2026-00239,REC-PIR-2026-00291;REC-PIR-2026-00292,2026-03-18 04:06:25,2026-03-18 09:03:53.000000,PIR,OP-PIR-09,17.3,PIR-DEC-002,None,3.0,Recovered Oil Grade B,High,88.1,3.35,68.49,4116.3,35.35,325.1,200.86,2.6,409.18,1259.85,154.7,1005.37,True,
BATCH-PIR-2026-00240,REC-PIR-2026-00293,2026-03-18 16:44:39,2026-03-18 22:44:39.000000,PIR,OP-PIR-09,17.3,PIR-DSC-002,Gravity Separation,4.0,Re-refinery Feedstock,Scheduled,60.0,17.07,26.32,2328.7,56.21,365.7,245.16,3.7,476.55,7914.95,82.06,7520.46,True,
BATCH-PIR-2026-00241,REC-PIR-2026-00294,2026-03-18 18:05:28,2026-03-19 02:19:38.909091,PIR,OP-PIR-10,15.8,PIR-PLS-002,Chemical Demulsification,4.8,Fuel Blend Feedstock,Normal,75.6,1.6,52.97,2052.3,32.75,344.7,1029.8,3.7,1292.08,851.01,146.12,-294.95,True,
BATCH-PIR-2026-00242,REC-PIR-2026-00295;REC-PIR-2026-00296;REC-PIR-2026-00297,2026-03-18 18:12:44,2026-03-22 12:51:51.200000,PIR,OP-PIR-10,15.8,PIR-DSC-001,Heating,3.0,MARPOL Annex I,High,2191.3,1765.21,161.0,91813.4,88.56,11623.0,18181.29,113.3,26059.58,656917.13,7050.85,637908.4,True,
BATCH-PIR-2026-00243,REC-PIR-2026-00298,2026-03-19 02:14:06,2026-03-19 04:24:06.000000,PIR,OP-PIR-02,7.2,PIR-DSC-002,None,0.3,Recovered Oil Grade B,High,56.0,11.21,25.29,1008.2,54.43,429.6,161.64,3.0,378.58,4453.76,63.38,4138.56,True,
BATCH-PIR-2026-00244,REC-PIR-2026-00299,2026-03-19 07:26:05,2026-03-20 07:14:05.000000,PIR,OP-PIR-09,17.3,PIR-HTG-001,Gravity Separation,23.3,EU Waste Directive,Normal,40.6,2.89,26.06,737.8,60.92,162.7,299.72,0.6,359.09,1271.28,47.16,959.35,True,
BATCH-PIR-2026-00245,REC-PIR-2026-00300,2026-03-19 08:22:58,2026-03-19 17:27:25.428571,PIR,OP-PIR-03,10.7,PIR-DSC-003,Heating,7.7,Recovered Oil Grade B,High,48.1,14.1,14.8,636.0,47.04,356.2,247.66,1.6,390.55,5147.49,36.12,4793.06,True,
BATCH-PIR-2026-00246,REC-PIR-2026-00301,2026-03-19 21:33:04,2026-03-19 23:50:40.000000,PIR,OP-PIR-08,9.1,PIR-DSC-002,Heating,0.2,IMO 2020 Compliant,Normal,62.8,3.69,41.6,2955.7,40.39,252.3,905.93,4.1,1180.74,1509.22,63.98,392.46,True,
BATCH-PIR-2026-00247,REC-PIR-2026-00302,2026-03-20 03:06:36,2026-03-21 01:13:25.090909,PIR,OP-PIR-03,10.7,PIR-PLS-002,Gravity Separation,19.9,MARPOL Annex I,Normal,48.7,2.8,37.18,1509.0,39.37,224.3,354.65,2.7,529.21,1227.89,79.6,778.28,True,
BATCH-PIR-2026-00248,REC-PIR-2026-00303,2026-03-20 04:32:00,2026-03-22 22:55:51.000000,PIR,OP-PIR-05,4.9,PIR-DEC-001,Centrifugation,3.7,Re-refinery Feedstock,Normal,2507.9,1695.55,520.33,52433.8,88.42,11236.3,15241.99,100.7,21150.81,630393.91,2605.88,611848.98,True,
BATCH-PIR-2026-00249,REC-PIR-2026-00304,2026-03-20 14:21:03,2026-03-20 22:14:13.909091,PIR,OP-PIR-05,4.9,PIR-PLS-002,Centrifugation,5.2,IMO 2020 Compliant,High,59.1,2.81,37.84,656.6,40.13,242.6,387.3,4.5,666.38,1105.75,19.18,458.55,True,
