voyage_id,vessel_id,vessel_name,vessel_class,departure_port,departure_time,arrival_port,arrival_time,distance_nm,voyage_duration_hrs,sea_time_hrs,port_time_hrs,waiting_time_hrs,avg_speed_knots,fuel_consumed_mt,cargo_loaded_m3,cargo_discharged_m3,revenue_eur,fuel_cost_eur,port_charges_eur,total_voyage_cost_eur,voyage_margin_eur,weather_delays_hrs,mechanical_delays_hrs,collections_count,avg_collection_time_hrs
VOY-2022-02963,HEC-CM-003,HEC Athena,Coastal Medium,GIB,2022-06-24 03:57:19.865954,BCN,2022-06-27 05:25:43.902175,540.0,73.5,55.2,8.0,5.9,9.8,27.7,2575.2,2514.7,55554.0,14382.0,1852.0,16233.0,39321.0,4.4,0.0,1,8.0
VOY-2022-02964,HEC-CM-003,HEC Athena,Coastal Medium,BCN,2022-06-28 00:16:32.353152,MRS,2022-06-30 08:54:02.734710,340.0,56.6,33.5,16.0,6.2,10.1,18.8,2184.2,2143.4,48440.0,6979.0,3362.0,10341.0,38100.0,0.9,0.0,3,5.3
VOY-2022-02965,HEC-CM-003,HEC Athena,Coastal Medium,MRS,2022-07-01 21:02:58.552554,GEN,2022-07-03 02:29:28.175737,180.0,29.4,17.2,8.0,3.6,10.4,9.7,2046.1,1973.9,100000.0,5195.0,2874.0,8069.0,91931.0,0.6,0.0,1,8.0
VOY-2022-02966,HEC-CM-003,HEC Athena,Coastal Medium,GEN,2022-07-04 13:04:35.765652,MLT,2022-07-08 00:56:26.896864,520.0,83.9,56.0,14.0,9.5,9.3,27.4,2259.6,2205.6,62352.0,11541.0,2882.0,14424.0,47929.0,4.4,0.0,2,7.0
VOY-2022-02967,HEC-CM-003,HEC Athena,Coastal Medium,MLT,2022-07-09 14:46:46.498261,MRS,2022-07-12 15:11:17.273410,540.0,72.4,59.1,10.0,2.5,9.1,29.1,2150.7,2073.7,32606.0,11525.0,4219.0,15745.0,16861.0,0.8,0.0,3,3.3
VOY-2022-02968,HEC-CM-003,HEC Athena,Coastal Medium,MRS,2022-07-13 02:35:43.353630,TAN,2022-07-17 05:35:17.688864,780.0,99.0,84.1,12.0,0.5,9.3,44.0,1657.6,1639.5,29132.0,18159.0,5205.0,23363.0,5769.0,2.4,0.0,3,4.0
VOY-2022-02969,HEC-CM-003,HEC Athena,Coastal Medium,TAN,2022-07-19 03:04:41.922195,IST,2022-07-29 23:20:07.373951,2420.0,260.3,249.7,8.0,1.3,9.7,116.9,1913.3,1873.9,41080.0,63016.0,3355.0,66371.0,-25291.0,1.3,0.0,3,2.7
VOY-2022-02970,HEC-CM-003,HEC Athena,Coastal Medium,IST,2022-07-31 04:10:08.965632,PSD,2022-08-04 16:04:31.655728,1000.0,107.9,96.2,10.0,1.3,10.4,42.9,1547.9,1517.8,57402.0,21795.0,5374.0,27169.0,30233.0,0.4,0.0,3,3.3
VOY-2022-02971,HEC-CM-003,HEC Athena,Coastal Medium,PSD,2022-08-05 11:46:18.976150,MLT,2022-08-10 05:51:25.367214,860.0,114.1,93.5,10.0,2.0,9.2,48.0,2422.5,2344.0,100000.0,22357.0,4485.0,26842.0,73158.0,8.6,0.0,2,5.0
VOY-2022-02972,HEC-CM-003,HEC Athena,Coastal Medium,MLT,2022-08-12 01:28:05.344613,ALE,2022-08-16 02:01:25.794358,870.0,96.6,83.9,8.0,0.6,10.4,42.9,2186.4,2143.5,38248.0,18703.0,1134.0,19838.0,18410.0,4.1,0.0,1,8.0
VOY-2022-02973,HEC-CM-003,HEC Athena,Coastal Medium,ALE,2022-08-16 09:03:34.911584,LIM,2022-08-19 11:10:56.989837,480.0,74.1,52.9,10.0,11.0,9.1,27.2,1534.4,1517.7,52892.0,11028.0,2571.0,13599.0,39294.0,0.2,0.0,1,10.0
VOY-2022-02974,HEC-CM-003,HEC Athena,Coastal Medium,LIM,2022-08-21 04:47:38.156503,MLT,2022-08-25 13:29:33.936218,950.0,104.7,92.0,11.0,1.5,10.3,44.5,1865.1,1794.7,93097.0,20360.0,5390.0,25749.0,67348.0,0.2,0.0,3,3.7
VOY-2022-02975,HEC-CM-003,HEC Athena,Coastal Medium,MLT,2022-08-27 05:05:54.821175,GEN,2022-08-30 06:09:03.236159,520.0,73.1,52.8,12.0,3.5,9.9,26.5,2336.1,2311.4,100000.0,12604.0,3537.0,16141.0,83859.0,4.8,0.0,3,4.0
VOY-2022-02976,HEC-CM-003,HEC Athena,Coastal Medium,GEN,2022-08-31 08:05:23.340055,MLT,2022-09-03 07:46:45.655611,520.0,71.7,52.7,11.0,1.0,9.9,26.4,1877.6,1821.2,50528.0,10597.0,2794.0,13390.0,37138.0,0.9,6.1,1,11.0
VOY-2022-02977,HEC-CM-003,HEC Athena,Coastal Medium,MLT,2022-09-04 11:54:11.314673,LIM,2022-09-09 14:42:47.399538,950.0,122.8,104.8,17.0,0.6,9.1,47.7,1648.8,1572.4,55050.0,25246.0,3859.0,29104.0,25946.0,0.4,0.0,2,8.5
VOY-2022-02978,HEC-CM-003,HEC Athena,Coastal Medium,LIM,2022-09-10 03:00:10.197569,PSD,2022-09-12 09:32:10.902606,360.0,54.5,35.2,16.0,2.4,10.2,18.1,1949.0,1898.8,67655.0,9858.0,2600.0,12457.0,55198.0,0.9,0.0,1,16.0
VOY-2022-02979,HEC-CM-003,HEC Athena,Coastal Medium,PSD,2022-09-14 01:57:27.822295,ALE,2022-09-14 23:26:24.622528,110.0,21.5,11.2,8.0,1.4,9.8,6.7,1749.4,1662.5,69869.0,3110.0,2452.0,5562.0,64307.0,0.9,0.0,1,8.0
VOY-2022-02980,HEC-CM-003,HEC Athena,Coastal Medium,ALE,2022-09-16 10:57:12.570951,ALG,2022-09-25 05:37:58.371337,1890.0,210.7,187.0,15.0,6.9,10.1,89.0,1913.0,1905.5,40484.0,44835.0,3297.0,48132.0,-7649.0,1.8,0.0,2,7.5
VOY-2022-02981,HEC-CM-003,HEC Athena,Coastal Medium,ALG,2022-09-26 00:33:29.452305,GEN,2022-10-01 05:07:22.574798,900.0,124.6,94.1,17.0,6.1,9.6,43.3,1635.6,1564.4,25440.0,20625.0,4459.0,25085.0,356.0,7.4,0.0,3,5.7
VOY-2022-02982,HEC-CM-003,HEC Athena,Coastal Medium,GEN,2022-10-02 07:23:49.408407,GIB,2022-10-06 16:06:09.676306,870.0,104.7,87.6,14.0,0.2,9.9,44.7,2363.1,2328.3,46813.0,22922.0,4746.0,27668.0,19145.0,2.9,0.0,3,4.7
VOY-2022-02983,HEC-CM-003,HEC Athena,Coastal Medium,GIB,2022-10-07 22:03:22.744353,MLT,2022-10-12 22:21:03.985773,1060.0,120.3,110.9,8.0,0.5,9.6,53.7,2009.5,1921.2,54184.0,27231.0,2674.0,29905.0,24278.0,0.9,0.0,3,2.7
VOY-2022-02984,HEC-CM-003,HEC Athena,Coastal Medium,MLT,2022-10-14 09:48:37.864101,ALG,2022-10-19 05:15:14.178033,1080.0,115.4,103.5,9.0,0.4,10.4,49.2,1776.1,1743.1,64598.0,27038.0,1440.0,28479.0,36119.0,2.5,0.0,1,9.0
VOY-2022-02985,HEC-CM-003,HEC Athena,Coastal Medium,ALG,2022-10-20 12:16:17.875529,MRS,2022-10-24 09:24:59.706486,750.0,93.1,74.0,17.0,0.7,10.1,35.0,2065.4,2038.2,90738.0,13173.0,1958.0,15131.0,75607.0,1.4,0.0,2,8.5
VOY-2022-02986,HEC-CM-003,HEC Athena,Coastal Medium,MRS,2022-10-24 15:29:03.822573,BCN,2022-10-26 20:36:34.921382,340.0,53.1,33.6,15.0,3.4,10.1,18.3,1726.3,1648.3,56702.0,8884.0,2731.0,11615.0,45087.0,1.1,0.0,3,5.0
VOY-2022-02987,HEC-CM-003,HEC Athena,Coastal Medium,BCN,2022-10-27 16:23:48.291849,MLT,2022-10-31 14:21:40.955259,830.0,94.0,80.6,8.0,4.1,10.3,37.8,2498.9,2472.8,66445.0,19413.0,5305.0,24718.0,41727.0,1.3,0.0,3,2.7
VOY-2022-02988,HEC-CM-003,HEC Athena,Coastal Medium,MLT,2022-11-02 03:12:19.386068,PIR,2022-11-04 10:28:35.496279,410.0,55.3,42.6,11.0,1.7,9.6,21.2,2267.3,2264.8,56527.0,10692.0,1948.0,12639.0,43888.0,0.0,0.0,1,11.0
VOY-2022-02989,HEC-CM-003,HEC Athena,Coastal Medium,PIR,2022-11-04 18:28:48.716561,PSD,2022-11-08 03:29:58.271000,540.0,81.0,55.1,17.0,5.5,9.8,28.2,1640.4,1634.9,28311.0,12061.0,3572.0,15633.0,12678.0,3.4,0.0,2,8.5
VOY-2022-02990,HEC-CM-003,HEC Athena,Coastal Medium,PSD,2022-11-09 16:41:01.767166,LIM,2022-11-11 22:18:47.686524,360.0,53.6,37.5,9.0,0.4,9.6,20.0,1724.6,1644.9,33017.0,7647.0,2378.0,10026.0,22991.0,6.7,0.0,1,9.0
VOY-2022-02991,HEC-CM-003,HEC Athena,Coastal Medium,LIM,2022-11-13 10:34:51.685260,PSD,2022-11-16 14:05:45.557432,360.0,75.5,38.6,13.0,22.9,9.3,20.4,1501.8,1442.2,48381.0,10244.0,1511.0,11755.0,36626.0,1.0,0.0,1,13.0
VOY-2022-02992,HEC-CM-003,HEC Athena,Coastal Medium,PSD,2022-11-16 22:53:07.016894,PIR,2022-11-21 00:48:29.264570,540.0,97.9,59.2,17.0,13.9,9.1,28.2,2370.9,2352.4,59405.0,12084.0,2522.0,14607.0,44798.0,7.8,0.0,1,17.0
VOY-2022-02993,HEC-CM-003,HEC Athena,Coastal Medium,PIR,2022-11-22 09:52:53.911632,PSD,2022-11-26 07:07:15.116865,540.0,93.2,59.4,14.0,18.6,9.1,29.8,2048.0,2039.2,96626.0,13088.0,2011.0,15098.0,81527.0,1.2,0.0,3,4.7
VOY-2022-02994,HEC-CM-003,HEC Athena,Coastal Medium,PSD,2022-11-27 02:41:01.172334,LIM,2022-11-29 22:33:45.963987,360.0,67.9,36.4,13.0,9.3,9.9,19.1,1761.2,1696.4,45227.0,7931.0,1230.0,9161.0,36066.0,5.4,3.8,1,13.0
VOY-2022-02995,HEC-CM-003,HEC Athena,Coastal Medium,LIM,2022-11-30 19:19:26.573852,PIR,2022-12-03 16:02:18.409392,520.0,68.7,52.1,16.0,0.4,10.0,27.3,2265.4,2260.5,57301.0,12151.0,1866.0,14017.0,43284.0,0.2,0.0,2,8.0
VOY-2022-02996,HEC-CM-003,HEC Athena,Coastal Medium,PIR,2022-12-04 09:02:15.818883,ALE,2022-12-07 08:13:39.917951,520.0,71.2,57.1,12.0,0.7,9.1,26.2,2513.5,2430.1,62098.0,14031.0,3139.0,17170.0,44928.0,1.4,0.0,3,4.0
VOY-2022-02997,HEC-CM-003,HEC Athena,Coastal Medium,ALE,2022-12-08 12:06:37.138914,IST,2022-12-13 10:02:59.807359,940.0,117.9,96.9,14.0,6.6,9.7,48.9,2033.1,1958.7,30836.0,25189.0,3911.0,29100.0,1737.0,0.4,0.0,2,7.0
VOY-2022-02998,HEC-CM-003,HEC Athena,Coastal Medium,IST,2022-12-14 22:58:27.186851,MLT,2022-12-19 17:27:11.231671,820.0,114.5,84.1,13.0,16.0,9.8,40.2,2496.6,2487.0,100000.0,18000.0,1510.0,19510.0,80490.0,1.4,0.0,2,6.5
VOY-2022-02999,HEC-CM-003,HEC Athena,Coastal Medium,MLT,2022-12-21 17:25:19.364779,ALG,2022-12-27 05:42:53.400843,1080.0,132.3,106.8,13.0,11.4,10.1,49.9,1981.8,1974.5,87194.0,28184.0,1200.0,29384.0,57810.0,1.1,0.0,1,13.0
VOY-2022-03000,HEC-CM-003,HEC Athena,Coastal Medium,ALG,2022-12-29 05:01:36.982259,BCN,2023-01-01 09:06:56.149025,490.0,76.1,47.7,14.0,13.3,10.3,22.3,1654.6,1634.1,51877.0,9359.0,2770.0,12129.0,39748.0,1.1,0.0,1,14.0
VOY-2023-03001,HEC-CM-003,HEC Athena,Coastal Medium,BCN,2023-01-02 17:05:39.311143,ALG,2023-01-06 01:45:11.940671,490.0,80.7,48.3,12.0,16.9,10.2,22.4,1757.2,1676.8,28658.0,12535.0,2373.0,14909.0,13750.0,3.5,0.0,1,12.0
VOY-2023-03002,HEC-CM-003,HEC Athena,Coastal Medium,ALG,2023-01-06 07:51:59.940001,MRS,2023-01-10 07:16:58.840900,750.0,95.4,79.5,14.0,0.9,9.4,36.4,2458.0,2368.1,76089.0,16655.0,1365.0,18020.0,58069.0,1.0,0.0,1,14.0
VOY-2023-03003,HEC-CM-003,HEC Athena,Coastal Medium,MRS,2023-01-11 05:58:20.987066,BCN,2023-01-13 19:13:53.391450,340.0,61.3,32.7,11.0,11.5,10.4,16.4,1968.8,1930.5,53425.0,7752.0,2691.0,10443.0,42982.0,6.1,0.0,3,3.7
VOY-2023-03004,HEC-CM-003,HEC Athena,Coastal Medium,BCN,2023-01-15 11:56:10.194239,ALG,2023-01-18 07:45:35.348405,490.0,67.8,53.5,8.0,4.8,9.2,27.3,1579.7,1557.7,48225.0,14538.0,2982.0,17520.0,30705.0,1.5,0.0,1,8.0
VOY-2023-03005,HEC-CM-003,HEC Athena,Coastal Medium,ALG,2023-01-19 17:00:19.666618,MLT,2023-01-25 09:16:32.476056,1080.0,136.3,105.8,15.0,14.8,10.2,52.1,2500.0,2482.2,69109.0,28210.0,5250.0,33459.0,35650.0,0.7,0.0,3,5.0
VOY-2023-03006,HEC-CM-003,HEC Athena,Coastal Medium,MLT,2023-01-25 17:22:31.526793,MRS,2023-01-29 01:53:40.976233,540.0,80.5,52.7,9.0,3.6,10.2,24.9,1672.9,1603.3,36907.0,11647.0,2509.0,14156.0,22751.0,9.6,5.6,1,9.0
VOY-2023-03007,HEC-CM-003,HEC Athena,Coastal Medium,MRS,2023-01-30 11:47:06.755033,ALG,2023-02-03 14:30:08.516061,750.0,98.7,76.3,12.0,10.4,9.8,38.0,1484.3,1465.5,28884.0,22476.0,1133.0,23609.0,5275.0,0.0,0.0,1,12.0
VOY-2023-03008,HEC-CM-003,HEC Athena,Coastal Medium,ALG,2023-02-05 06:30:49.767344,GEN,2023-02-10 05:15:44.159879,900.0,118.7,92.4,16.0,6.1,9.7,45.0,2093.6,2082.0,82148.0,20711.0,2669.0,23380.0,58768.0,4.2,0.0,1,16.0
VOY-2023-03009,HEC-CM-003,HEC Athena,Coastal Medium,GEN,2023-02-11 04:13:08.060290,MRS,2023-02-12 23:40:43.010076,180.0,43.5,18.9,16.0,7.4,9.5,11.3,2063.4,1962.8,78912.0,5205.0,1325.0,6530.0,72382.0,1.2,0.0,1,16.0
VOY-2023-03010,HEC-CM-003,HEC Athena,Coastal Medium,MRS,2023-02-14 19:24:50.732105,TAN,2023-02-19 06:05:31.429950,780.0,106.7,80.0,17.0,9.5,9.8,39.1,1736.4,1682.1,26195.0,19670.0,2873.0,22543.0,3653.0,0.2,0.0,1,17.0
VOY-2023-03011,HEC-CM-003,HEC Athena,Coastal Medium,TAN,2023-02-20 10:22:38.882410,ALE,2023-03-02 19:44:06.623676,2340.0,249.4,227.4,11.0,3.3,10.3,115.5,2112.8,2109.7,100000.0,52589.0,1538.0,54127.0,45873.0,7.7,0.0,2,5.5
VOY-2023-03012,HEC-CM-003,HEC Athena,Coastal Medium,ALE,2023-03-04 18:33:02.880868,IST,2023-03-09 16:32:15.520246,940.0,118.0,100.4,15.0,0.7,9.4,48.7,1671.0,1597.0,72492.0,25367.0,1744.0,27111.0,45381.0,1.9,0.0,1,15.0
VOY-2023-03013,HEC-CM-003,HEC Athena,Coastal Medium,IST,2023-03-10 13:54:55.151909,LIM,2023-03-13 23:11:29.087140,560.0,81.3,56.9,10.0,4.8,9.8,26.5,1729.5,1655.0,82037.0,15194.0,2794.0,17988.0,64049.0,9.6,0.0,2,5.0
VOY-2023-03014,HEC-CM-003,HEC Athena,Coastal Medium,LIM,2023-03-14 19:04:06.104222,MLT,2023-03-19 08:38:02.380502,950.0,109.6,94.0,11.0,3.9,10.1,43.6,2185.8,2131.0,100000.0,23007.0,1583.0,24590.0,75410.0,0.7,0.0,2,5.5
VOY-2023-03015,HEC-CM-003,HEC Athena,Coastal Medium,MLT,2023-03-20 21:01:56.881498,PIR,2023-03-23 01:46:31.519931,410.0,52.7,40.9,9.0,2.7,10.0,18.8,1768.3,1743.5,46425.0,7736.0,3349.0,11085.0,35340.0,0.1,0.0,3,3.0
VOY-2023-03016,HEC-CM-003,HEC Athena,Coastal Medium,PIR,2023-03-24 06:28:39.263702,ALE,2023-03-27 11:54:33.437752,520.0,77.4,52.8,11.0,13.1,9.8,27.5,1921.9,1919.1,80182.0,13419.0,5446.0,18864.0,61317.0,0.5,0.0,3,3.7
VOY-2023-03017,HEC-CM-003,HEC Athena,Coastal Medium,ALE,2023-03-28 18:27:01.516895,LIM,2023-03-31 11:17:53.629352,480.0,64.8,46.0,11.0,7.4,10.4,24.2,1959.0,1944.9,44472.0,9365.0,2073.0,11438.0,33033.0,0.4,0.0,2,5.5
VOY-2023-03018,HEC-CM-003,HEC Athena,Coastal Medium,LIM,2023-04-01 03:45:36.595204,PIR,2023-04-04 01:03:35.358040,520.0,69.3,55.1,12.0,1.9,9.4,29.5,1885.9,1849.9,57259.0,15049.0,3173.0,18222.0,39037.0,0.3,0.0,2,6.0
VOY-2023-03019,HEC-CM-003,HEC Athena,Coastal Medium,PIR,2023-04-04 09:10:38.625946,MRS,2023-04-09 08:52:31.683045,990.0,119.7,101.0,10.0,2.8,9.8,49.4,2448.4,2441.5,100000.0,23615.0,1553.0,25168.0,74832.0,5.9,0.0,2,5.0
VOY-2023-03020,HEC-CM-003,HEC Athena,Coastal Medium,MRS,2023-04-09 21:46:49.698115,ALG,2023-04-13 16:46:55.111690,750.0,91.0,77.2,9.0,3.3,9.7,35.6,2305.3,2268.5,35789.0,13057.0,2430.0,15487.0,20302.0,1.5,0.0,1,9.0
VOY-2023-03021,HEC-CM-003,HEC Athena,Coastal Medium,ALG,2023-04-15 10:52:01.697602,BCN,2023-04-18 04:56:58.122950,490.0,66.1,50.8,14.0,0.8,9.6,25.0,2481.4,2423.5,60305.0,10718.0,2078.0,12795.0,47509.0,0.5,0.0,3,4.7
VOY-2023-03022,HEC-CM-003,HEC Athena,Coastal Medium,BCN,2023-04-18 19:03:11.105878,TAN,2023-04-21 16:38:01.003261,520.0,69.6,51.2,16.0,0.2,10.2,26.9,1967.2,1902.4,41254.0,11987.0,4733.0,16720.0,24534.0,2.2,0.0,3,5.3
VOY-2023-03023,HEC-CM-003,HEC Athena,Coastal Medium,TAN,2023-04-22 11:07:22.063676,MLT,2023-04-27 16:10:59.384545,1090.0,125.1,107.8,11.0,2.5,10.1,48.7,1645.1,1635.9,67887.0,22583.0,4049.0,26632.0,41255.0,3.8,0.0,2,5.5
VOY-2023-03024,HEC-CM-003,HEC Athena,Coastal Medium,MLT,2023-04-28 14:44:07.357781,LIM,2023-05-03 01:21:47.975951,950.0,106.6,92.6,12.0,0.9,10.3,43.7,1640.1,1618.1,37732.0,23303.0,3112.0,26415.0,11317.0,1.1,0.0,3,4.0
VOY-2023-03025,HEC-CM-003,HEC Athena,Coastal Medium,LIM,2023-05-04 17:02:21.288287,PIR,2023-05-07 18:12:36.707248,520.0,73.2,55.6,13.0,2.3,9.4,27.4,1845.9,1826.0,85154.0,13048.0,2451.0,15500.0,69654.0,2.3,0.0,1,13.0
VOY-2023-03026,HEC-CM-003,HEC Athena,Coastal Medium,PIR,2023-05-09 06:36:20.655955,MLT,2023-05-11 22:49:30.857391,410.0,64.2,41.5,13.0,7.4,9.9,20.4,2200.2,2159.8,36315.0,9553.0,3717.0,13270.0,23046.0,2.3,0.0,3,4.3
VOY-2023-03027,HEC-CM-003,HEC Athena,Coastal Medium,MLT,2023-05-13 09:16:15.247756,LIM,2023-05-18 06:38:53.111033,950.0,117.4,93.3,16.0,3.6,10.2,48.9,1819.7,1755.6,50423.0,22146.0,1257.0,23403.0,27020.0,4.5,0.0,1,16.0
VOY-2023-03028,HEC-CM-003,HEC Athena,Coastal Medium,LIM,2023-05-19 09:55:31.617063,IST,2023-05-22 11:46:43.782803,560.0,73.9,60.3,10.0,3.4,9.3,29.6,2505.4,2418.0,81179.0,16123.0,2882.0,19004.0,62175.0,0.2,0.0,2,5.0
VOY-2023-03029,HEC-CM-003,HEC Athena,Coastal Medium,IST,2023-05-23 22:33:52.883556,LIM,2023-05-27 04:52:32.836344,560.0,78.3,58.3,16.0,1.9,9.6,27.9,1636.0,1601.4,41730.0,12847.0,5460.0,18308.0,23423.0,2.1,0.0,3,5.3
VOY-2023-03030,HEC-CM-003,HEC Athena,Coastal Medium,LIM,2023-05-28 16:22:13.843361,IST,2023-06-01 00:23:48.228024,560.0,80.0,60.2,14.0,3.8,9.3,28.9,1719.7,1676.4,59414.0,13545.0,4121.0,17665.0,41748.0,2.0,0.0,2,7.0
VOY-2023-03031,HEC-CM-003,HEC Athena,Coastal Medium,IST,2023-06-01 21:21:54.682611,PSD,2023-06-06 10:22:22.303282,1000.0,109.0,96.2,11.0,0.8,10.4,45.2,2465.2,2394.5,61049.0,20238.0,1971.0,22209.0,38840.0,1.0,0.0,1,11.0
VOY-2023-03032,HEC-CM-003,HEC Athena,Coastal Medium,PSD,2023-06-07 04:19:05.120417,PIR,2023-06-10 03:59:53.686521,540.0,71.7,57.0,12.0,1.8,9.5,30.0,1779.8,1761.5,53505.0,12383.0,2988.0,15371.0,38134.0,0.9,0.0,1,12.0
VOY-2023-03033,HEC-CM-003,HEC Athena,Coastal Medium,PIR,2023-06-11 04:36:24.740029,MLT,2023-06-13 19:39:45.515778,410.0,63.1,43.8,9.0,9.7,9.4,22.9,2518.5,2455.9,62851.0,11675.0,2340.0,14015.0,48836.0,0.6,0.0,2,4.5
VOY-2023-03034,HEC-CM-003,HEC Athena,Coastal Medium,MLT,2023-06-14 16:00:29.528011,MRS,2023-06-17 10:08:06.135920,540.0,66.1,52.2,12.0,1.4,10.3,25.1,1466.4,1424.4,53949.0,10067.0,2653.0,12720.0,41229.0,0.5,0.0,3,4.0
VOY-2023-03035,HEC-CM-003,HEC Athena,Coastal Medium,MRS,2023-06-19 04:10:21.554117,GEN,2023-06-20 11:06:55.756317,180.0,30.9,19.1,8.0,1.9,9.4,9.9,1568.2,1516.0,65296.0,4499.0,2377.0,6876.0,58420.0,1.9,0.0,3,2.7
VOY-2023-03036,HEC-CM-003,HEC Athena,Coastal Medium,GEN,2023-06-21 19:51:53.057827,ALG,2023-06-26 10:00:26.799316,900.0,110.1,95.2,11.0,2.3,9.4,48.5,1647.5,1566.8,60435.0,22505.0,4921.0,27426.0,33009.0,1.6,0.0,3,3.7
VOY-2023-03037,HEC-CM-003,HEC Athena,Coastal Medium,ALG,2023-06-26 18:59:32.083132,PSD,2023-07-05 11:35:18.162765,1960.0,208.6,190.1,12.0,3.7,10.3,87.1,2141.1,2139.3,100000.0,37894.0,5962.0,43856.0,56144.0,2.8,0.0,3,4.0
VOY-2023-03038,HEC-CM-003,HEC Athena,Coastal Medium,PSD,2023-07-06 05:39:22.173308,MLT,2023-07-10 18:44:29.361973,860.0,109.1,94.0,12.0,0.7,9.2,43.7,1500.4,1435.6,36953.0,23608.0,2576.0,26184.0,10769.0,2.4,0.0,3,4.0
VOY-2023-03039,HEC-CM-003,HEC Athena,Coastal Medium,MLT,2023-07-12 00:50:11.249319,GEN,2023-07-14 17:35:06.096576,520.0,64.7,54.7,8.0,1.7,9.5,27.6,2276.9,2192.3,100000.0,12035.0,5017.0,17052.0,82948.0,0.3,0.0,3,2.7
VOY-2023-03040,HEC-CM-003,HEC Athena,Coastal Medium,GEN,2023-07-15 03:41:57.699887,ALG,2023-07-19 14:15:06.018270,900.0,106.6,87.1,14.0,2.4,10.3,43.0,1960.1,1873.8,70379.0,18035.0,1771.0,19805.0,50573.0,3.1,0.0,1,14.0
VOY-2023-03041,HEC-CM-003,HEC Athena,Coastal Medium,ALG,2023-07-21 00:03:04.106874,MLT,2023-07-26 11:11:45.476636,1080.0,131.1,110.3,17.0,2.0,9.8,50.6,1869.7,1797.3,53847.0,27145.0,4037.0,31182.0,22665.0,1.8,0.0,2,8.5
VOY-2023-03042,HEC-CM-003,HEC Athena,Coastal Medium,MLT,2023-07-27 09:03:47.683683,PSD,2023-07-31 20:42:24.736757,860.0,107.6,87.1,13.0,1.3,9.9,40.0,2457.5,2414.0,56011.0,14920.0,2070.0,16990.0,39021.0,6.2,0.0,1,13.0
VOY-2023-03043,HEC-CM-003,HEC Athena,Coastal Medium,PSD,2023-08-02 20:18:13.665894,MLT,2023-08-07 14:44:45.742764,860.0,114.4,85.6,16.0,2.4,10.0,39.3,1468.3,1448.9,43287.0,17235.0,5982.0,23217.0,20070.0,0.4,10.0,3,5.3
VOY-2023-03044,HEC-CM-003,HEC Athena,Coastal Medium,MLT,2023-08-08 03:56:53.468014,TAN,2023-08-13 09:02:11.636438,1090.0,125.1,107.2,15.0,0.9,10.2,55.9,1652.8,1596.3,33593.0,26235.0,2480.0,28715.0,4879.0,0.5,1.5,2,7.5
VOY-2023-03045,HEC-CM-003,HEC Athena,Coastal Medium,TAN,2023-08-14 18:33:13.452738,MLT,2023-08-19 20:07:01.705303,1090.0,121.6,109.4,10.0,1.0,10.0,49.7,1485.6,1421.3,23293.0,21626.0,4719.0,26346.0,-3053.0,1.2,0.0,3,3.3
VOY-2023-03046,HEC-CM-003,HEC Athena,Coastal Medium,MLT,2023-08-20 19:35:23.393224,IST,2023-08-24 16:37:09.220359,820.0,93.0,79.2,12.0,1.1,10.3,37.7,1915.0,1872.2,74207.0,19581.0,1925.0,21506.0,52701.0,0.7,0.0,2,6.0
VOY-2023-03047,HEC-CM-003,HEC Athena,Coastal Medium,IST,2023-08-26 00:36:40.627502,PSD,2023-08-31 01:35:19.756188,1000.0,121.0,108.4,9.0,1.9,9.2,52.2,1743.1,1676.8,27030.0,24622.0,2143.0,26765.0,265.0,1.7,0.0,2,4.5
VOY-2023-03048,HEC-CM-003,HEC Athena,Coastal Medium,PSD,2023-08-31 19:13:10.120705,MLT,2023-09-05 05:38:24.159747,860.0,106.4,89.2,13.0,1.1,9.6,46.2,1747.9,1687.2,44732.0,25400.0,3308.0,28709.0,16023.0,3.1,0.0,2,6.5
VOY-2023-03049,HEC-CM-003,HEC Athena,Coastal Medium,MLT,2023-09-07 02:52:07.000636,ALG,2023-09-12 06:57:49.463935,1080.0,124.1,108.9,9.0,0.4,9.9,55.1,2310.6,2288.5,37304.0,27835.0,1756.0,29591.0,7713.0,5.8,0.0,2,4.5
VOY-2023-03050,HEC-CM-003,HEC Athena,Coastal Medium,ALG,2023-09-13 07:36:21.682873,IST,2023-09-23 02:06:36.183617,2060.0,234.5,214.7,16.0,3.2,9.6,98.8,2063.4,2000.8,95365.0,56339.0,1121.0,57460.0,37905.0,0.6,0.0,1,16.0
VOY-2023-03051,HEC-CM-003,HEC Athena,Coastal Medium,IST,2023-09-23 13:36:31.425936,ALE,2023-09-28 01:44:59.189322,940.0,108.1,95.2,11.0,0.6,9.9,48.9,1926.6,1911.0,41154.0,23783.0,4450.0,28233.0,12921.0,1.3,0.0,3,3.7
VOY-2023-03052,HEC-CM-003,HEC Athena,Coastal Medium,ALE,2023-09-28 14:20:54.102915,LIM,2023-10-01 18:28:54.592127,480.0,76.1,52.6,17.0,5.9,9.1,26.9,1989.8,1925.0,62451.0,14722.0,1645.0,16366.0,46085.0,0.6,0.0,1,17.0
VOY-2023-03053,HEC-CM-003,HEC Athena,Coastal Medium,LIM,2023-10-02 03:43:00.600706,ALE,2023-10-04 21:21:05.165396,480.0,65.6,46.9,15.0,0.9,10.2,24.0,2296.1,2244.3,36955.0,12956.0,4986.0,17943.0,19013.0,2.8,0.0,3,5.0
